Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Oihan Sancet,AM,Robin Quaison,Jonathan Ikone,Stephy Mavididi,Dodi Lukebakio,José Luis Morales,Yoane Wissa,Roland Sallai,Emmanuel Gyasi,Daniel James,Portu
Omenuke Mfulu,MF,Romaine Sawyers,Otávio,Yan Brice Eteki,Haris Belkebla,Carlos Gruezo,Iván Marcone,Fede San Emeterio,Sergio Álvarez,Nemanja Gudelj,Paul Lasne
Unai Núñez,CB,Willy Boly,Maya Yoshida,Jorge Pulido,Tyrone Mings,Romain Saïss,Matthias Ginter,Jonny Evans,Duje Ćaleta-Car,Florian Lejeune,Alessio Romagnoli
Nabil Fekir,AM,Filip Đuričić,Carles Pérez,Dejan Kulusevski,Gio Reyna,Mason Mount,Ademola Lookman,Rodrygo,Luiz Araújo,Angelo Fulgini,Jeremy Doku
Diego Lainez,AM,Alberto Perea,Mikkel Damsgaard,Alex Iwobi,Ruben Loftus-Cheek,Lucas Ocampos,Eberechi Eze,Mattia Zaccagni,Aitor Ruibal,Nathan Redmond,Takefusa Kubo
Rober,CB,Marco Friedl,Jordan Torunarigha,Andrea Masiello,Ethan Ampadu,Dominique Heintz,Tuta,Sergio Postigo,Ștefan Radu,Néstor Araujo,Ben White
Iker Muniain,AM,Angelo Fulgini,Suso,Eberechi Eze,Daniel Podence,Rony Lopes,Gonçalo Guedes,Jonathan Bamba,Martin Ødegaard,Moi Gómez,Fabián Orellana
Saúl Ñíguez,MF,Yangel Herrera,Baptiste Santamaria,Dominik Kohr,Rubén Alcaraz,Pape Gueye,Leander Dendoncker,Julian Baumgartlinger,Morten Thorsby,Abdoulaye Doucouré,Adrien Rabiot
Saúl Ñíguez,AM,Josh Brownhill,Marc Cucurella,Renaud Ripart,Óscar Plano,Manu Trigueros,Pablo Fornals,Daniel Caligiuri,Allan Nyom,Jóhann Berg Guðmundsson,Antonín Barák
Jesús Vallejo,CB,Ivan Radovanović,Bruno González,Djené,Jérémy Morel,Federico Fernández,Vladimir Golemić,Fali,Issa Diop,Unai García,Simone Iacoponi
Jon Ander Garrido,MF,Sergio Álvarez,Yan Brice Eteki,Fede San Emeterio,Isaac Hayden,Jens Jønsson,Rani Khedira,Valon Behrami,Rodrigo Battaglia,Tomás Pina Isla,Marshall Munetsi
Isaac Carcelen,FB,Anderson Lucoqui,Alfonso Espino,Nacho Vidal,Tyrick Mitchell,Cédric Brunner,Ximo Navarro,Joel Ward,Bartosz Bereszyński,Matty Cash,Sacha Boey
Alejandro Blanco,AM,Óscar Plano,Miguel Almirón,Édgar Méndez,Marc Cucurella,Renaud Ripart,Yunus Musah,Theo Walcott,Bobby Reid,Jóhann Berg Guðmundsson,Aitor Ruibal
Pedro Mosquera,MF,Iván Marcone,Unai Vencedor Paris,Nemanja Radoja,Dani García,Morgan Schneiderlin,Didier Ibrahim Ndong,Haris Belkebla,Moussa Sissoko,Nemanja Gudelj,Rodrigo Battaglia
Rúben Vezo,CB,Andrea Masiello,Jeffrey Gouweleeuw,Wout Faes,Bram Nuytinck,Steven Fortes,Stefan Savić,Dylan Bronn,Dominique Heintz,Hugo Guillamón,Jérémy Morel
Antonio Puertas,AM,Bobby Reid,Jakub Jankto,Luis Rioja,Tete Morente,Rubén García,Yunus Musah,Kike Barja,Édgar Méndez,Takashi Inui,Theo Walcott
Thierry Correia,FB,Kingsley Ehizibue,Sacha Boey,Iago,Enda Stevens,Ola Aina,Ander Capa,Dennis Appiah,Theodor Gebre Selassie,Fabien Centonze,Joël Veltman
Fabián Orellana,AM,David Ferreiro,Rony Lopes,Gonçalo Guedes,Jon Morcillo,Takashi Inui,Rubén García,Dwight McNeil,Steven Bergwijn,Aitor Ruibal,Jean-Paul Boëtius
Jaume Doménech,GK,Jasper Cillessen,Marco Silvestri,Emil Audero,Karl Darlow,Predrag Rajković,Alban Lafont,Eiji Kawashima,Édgar Badía,Jordi Masip,Łukasz Fabiański
Brais Méndez,MF,Giulio Maggiore,Gaetano Castrovilli,Weston McKennie,Rolando Mandragora,Roberto Gagliardini,Davy Klaassen,Juraj Kucka,Antonín Barák,Elvis Rexhbeçaj,Imran Louza
Brais Méndez,AM,Antonín Barák,Samu Castillejo,Pablo Fornals,Miguel Almirón,Marc Cucurella,Sofiane Diop,Renaud Ripart,Bobby Reid,Adrien Thomasson,Jóhann Berg Guðmundsson
Enis Bardhi,MF,Gaetano Castrovilli,Giacomo Bonaventura,Houssem Aouar,Piotr Zieliński,Alexis Claude-Maurice,Lorenzo Pellegrini,Florian Wirtz,Florent Mollet,Luis Alberto,Nadiem Amiri
Enis Bardhi,AM,Hamed Junior Traorè,Stuart Armstrong,Daniel Podence,Matheus Pereira,Ruben Vargas,Sofiane Diop,Luiz Araújo,Ludovic Blas,Ridle Baku,Antonín Barák
Hugo Mallo,FB,Davide Calabria,Diogo Dalot,Juan Miranda,Serge Aurier,James Justin,Ramy Bensebaini,Kevin Mbabu,Luke Thomas,Joël Veltman,Stefan Lainer
Waldo Rubio,AM,Miguel Almirón,Daniel Caligiuri,Andros Townsend,Marc Cucurella,Dwight McNeil,Aitor Ruibal,Allan Nyom,Renaud Ripart,Ritsu Doan,Yunus Musah
Geoffrey Kondogbia,MF,Pierre Højbjerg,Yves Bissouma,Boubacar Kamara,Lassana Coulibaly,Pedro Obiang,Christoph Kramer,Mario Lemina,Valentin Rongier,Harrison Reed,Morgan Schneiderlin
Joel Robles,GK,Marko Dmitrović,Rubén Blanco,Alex McCarthy,Jean-Louis Leca,Bartłomiej Drągowski,Álex Remiro,Iván Villar,Ivan Provedel,Kevin Trapp,Paul Bernardoni
Iván Villar,GK,Rui Silva,Alex McCarthy,Marko Dmitrović,Fernando Pacheco,Koen Casteels,Stefan Ortega,Joel Robles,Kevin Trapp,David Soria,Rafał Gikiewicz
Mikel Merino,MF,Sergej Milinković-Savić,Jude Bellingham,Juraj Kucka,Antonín Barák,Nicolò Barella,Téji Savanier,Hernani,Paul Pogba,Christoph Baumgartner,Aurélien Tchouaméni
Mouctar Diakhaby,CB,Bruno Alves,Jamaal Lascelles,Stefan Mitrović,Manuel Gulde,Daniel Congré,Matija Nastasić,Loïck Landre,Sebastien De Maio,Angelo Ogbonna,Scott Dann
Pervis Estupiñán,FB,Renan Lodi,Álex Moreno,Arkadiusz Reca,Tariq Lamptey,Alfonso Pedraza,Matthieu Udol,Pol Lirola,Danny da Costa,Junior Sambia,Reece James
Christian Oliva,MF,Didier Ibrahim Ndong,Douglas Luiz,Christoph Kramer,Harrison Reed,Luka Milivojević,Pedro Chirivella,Tom Davies,Haris Belkebla,Romaine Sawyers,Pedro Mosquera
Lucas Boyé,FW,Jordan Ayew,Josh Sargent,Joelinton,Sergi Guardiola,Boulaye Dia,Moussa Koné,Oliver Burke,David McGoldrick,Ondrej Duda,Jay Rodriguez
Nacho Monreal,FB,Alessandro Florenzi,Daniel Wass,Layvin Kurzawa,Matteo Darmian,Adam Marušić,Lorenzo De Silvestri,Peter Pekarík,Héctor Bellerín,Oscar Wendt,Benjamin Pavard
Toño,FB,Jordan Lotomba,Daley Sinkgraven,Benjamin Mendy,Tommaso Augello,Giuseppe Pezzella,Gabriele Zappa,Kyle Walker,Youssouf Sabaly,Mitchell Dijks,Colin Dagba
Rodrigo Battaglia,MF,Tomás Pina Isla,Rani Khedira,Marshall Munetsi,Artur Ioniță,Yan Brice Eteki,Jon Moncayola,José Mari,Nemanja Gudelj,Pedro Mosquera,Sergio Álvarez
Pedro León,AM,Mikel Oyarzabal,Antonio Puertas,Remi Oudin,Jarrod Bowen,Zinedine Ferhat,Rubén García,Jon Morcillo,Fabián Orellana,Roberto Insigne,Darwin Machís
Lionel Messi,FW,Kylian Mbappé,Karim Benzema,Cristiano Ronaldo,Memphis Depay,Paulo Dybala,Ciro Immobile,Robert Lewandowski,Timo Werner,Kelechi Iheanacho,Zlatan Ibrahimović
Lionel Messi,AM,Neymar,Jadon Sancho,Kylian Mbappé,Ousmane Dembélé,Riyad Mahrez,Raheem Sterling,Lorenzo Insigne,Ruslan Malinovskyi,Ángel Di María,Marcus Rashford
Roberto Torres,AM,Salvi,Jakub Jankto,Luis Rioja,Jóhann Berg Guðmundsson,Mathieu Cafaro,Remi Oudin,Takashi Inui,Bobby Reid,Allan Nyom,Daniel Podence
Daniel Wass,FB,Jonathan Schmid,Peter Pekarík,Lorenzo De Silvestri,Jens Stryger Larsen,Oscar Wendt,Nacho Monreal,Matteo Darmian,Luke Thomas,Lucas Olaza,Marvin Zeegelaar
Daniel Wass,MF,Maximilian Eggestein,Uroš Račić,Saúl Ñíguez,Ángel Montoro,Jasmin Kurtić,Mikel Vesga,Grischa Prömel,John Lundstram,Carlos Soler,Adrien Tameze
Daniel Wass,AM,Josh Brownhill,Allan Nyom,Jóhann Berg Guðmundsson,Marc Cucurella,Óscar Plano,Pablo Fornals,Moi Gómez,Matteo Pessina,Rubén García,Alex Iwobi
Willian José,FW,João Pedro,Habib Diallo,Simeon Nwankwo,Darío Benedetto,Jorge Molina,Alexandre Lacazette,Krzysztof Piątek,Florian Niederlechner,Antonio Sanabria,Sehrou Guirassy
Alfonso Espino,FB,Isaac Carcelen,Tyrick Mitchell,Matty Cash,Phillipp Mwene,Anderson Lucoqui,Nacho Vidal,Charles Traore,Joel Ward,Raphael Framberger,Sacha Boey
Vitolo,AM,Matteo Pessina,Antonín Barák,Gelson Martins,Sofiane Diop,Julian Brandt,Ayoze Pérez,Manu Trigueros,Nathan Redmond,Jonathan Bamba,Gio Reyna
Álex Berenguer,AM,Renato Steffen,Hamed Junior Traorè,Jack Harrison,Christoph Baumgartner,Lucas Moura,Sofiane Diop,Mikkel Damsgaard,Nicola Sansone,Matheus Cunha,Ayoze Pérez
Dani Calvo,CB,Marcos Mauro López Gutiérrez,Romain Thomas,Stefan Mitrović,Bruno González,Joaquín Fernández,Daniel Congré,Cala,Jamaal Lascelles,Manuel Gulde,Davinson Sánchez
Martín Merquelanz,AM,Remi Oudin,Vincenzo Grifo,Federico Bernardeschi,Bukayo Saka,Jon Morcillo,Darwin Machís,Matheus Pereira,Antonio Candreva,Roberto Insigne,Franck Honorat
Yannick Carrasco,FB,Silas Wamangituka,Achraf Hakimi,Filip Kostić,Leonardo Spinazzola,Ridle Baku,Angeliño,Jonathan Clauss,Lucas Vázquez,Raphaël Guerreiro,Marius Wolf
Yannick Carrasco,AM,Takefusa Kubo,Raphael Dias Belloli,Hamed Junior Traorè,Nicola Sansone,Rodrygo,Federico Chiesa,Ademola Lookman,Romain Faivre,Leroy Sané,Henrikh Mkhitaryan
Jon Bautista,FW,Kike,Steve Mounié,Ante Budimir,Jonathan Calleri,Mama Samba Baldé,Rafa Mir,Stéphane Bahoken,Danny Ings,Eldor Shomurodov,Enes Ünal
William Carvalho,MF,Khéphren Thuram-Ulie,Georginio Wijnaldum,Ivan Ilić,Steven Nzonzi,Scott McTominay,Axel Witsel,Jasmin Kurtić,Bryan Cristante,Florian Grillitsch,Rodri
Mikel Rico,MF,John McGinn,John Lundstram,Roberto Pereyra,Suat Serdar,Karol Linetty,Bryan Dabo,Miha Zajc,Nahuel Estévez,Abdoulaye Doucouré,Edu Expósito
Antoine Griezmann,FW,Amine Gouiri,Gabriel Jesus,Roberto Firmino,Timo Werner,Álvaro Morata,Ihlas Bebou,Joaquín Correa,Ángel Correa,Dries Mertens,Wissam Ben Yedder
Antoine Griezmann,AM,Amine Gouiri,Pablo Sarabia,Phil Foden,Timo Werner,Mohamed Salah,Marco Reus,Son Heung-min,Nicolas Pépé,Ferrán Torres,Raheem Sterling
Emerson,FB,Ruben Aguilar,César Azpilicueta,Aaron Wan-Bissaka,Mario Gaspar,Timothy Castagne,Serge Aurier,Maxwel Cornet,Ezgjan Alioski,Matt Doherty,Domagoj Bradarić
Carlos Fernández,FW,Sergi Guardiola,Eldor Shomurodov,Lucas Höler,Kike,Mama Samba Baldé,Antonio Sanabria,Richarlison,Krzysztof Piątek,Enes Ünal,Santi Mina
Carlos Fernández,AM,Roland Sallai,José Luis Morales,João Pedro,Richarlison,Robin Quaison,Pierre-Emerick Aubameyang,Gaëtan Laborde,Yoane Wissa,Portu,Kevin Volland
David Silva,MF,Sergio Canales,Houssem Aouar,İlkay Gündoğan,Kevin De Bruyne,Piotr Zieliński,Bernardo Silva,Luka Modrić,Nadiem Amiri,Luis Alberto,Seko Fofana
David Silva,AM,Jack Grealish,Papu Gómez,Hakan Çalhanoğlu,Mason Mount,Gio Reyna,Lorenzo Insigne,Filip Đuričić,Pedro Neto,Rodrygo,Piotr Zieliński
Nacho,FB,Gabriele Zappa,Juan Miranda,Alejandro Pozo Pozo,Lucas Olaza,Vincent Le Goff,Lorenzo Venuti,Vladimír Coufal,Sébastien Corchia,Andoni Gorosabel,Fabio Depaoli
Édgar Badía,GK,Rafał Gikiewicz,Gregor Kobel,Jiří Pavlenka,Florian Müller,Kevin Trapp,Predrag Rajković,Ralf Fährmann,Andreas Luthe,Jaume Doménech,Gautier Larsonneur
Okay Yokuşlu,MF,Nicolas Höfler,Diadie Samassékou,Jean-Eudes Aholou,Lassana Coulibaly,Tomás Rincón,Declan Rice,Lucas Torró,Ibrahima Sissoko,Oier Sanjurjo,Isaac Hayden
Tomás Pina Isla,MF,Rodrigo Battaglia,Omar Mascarell,Yan Brice Eteki,Rani Khedira,Dani García,Jack Cork,Tobias Strobl,Marshall Munetsi,Jens Jønsson,José Mari
Gonçalo Guedes,FW,Ondrej Duda,Junior Messias,Wilfried Zaha,Franck Ribéry,Romain Hamouma,Amine Gouiri,Jordan Ayew,Musa Barrow,Ángel Correa,Lucas Pérez
Gonçalo Guedes,AM,Daniel Podence,Jonathan Ikone,Jonathan Bamba,Fabián Orellana,Cristian Tello,Rony Lopes,Mattia Zaccagni,Leandro Trossard,Iker Muniain,Angelo Fulgini
Yangel Herrera,MF,Morten Thorsby,Baptiste Santamaria,Mauro Arambarri,Saúl Ñíguez,Danny Latza,Conor Gallagher,Juraj Kucka,Leandro Barreiro Martins,Dominik Kohr,Hernani
Yangel Herrera,AM,Marc Cucurella,Renaud Ripart,Óscar Plano,Daniel Caligiuri,Josh Brownhill,Allan Nyom,Jean-Paul Boëtius,Pablo Fornals,Jóhann Berg Guðmundsson,Édgar Méndez
Moussa Dembélé,FW,Jean-Philippe Mateta,Michail Antonio,Patrik Schick,Edin Džeko,Sehrou Guirassy,Christian Benteke,Dominic Calvert-Lewin,Tammy Abraham,Irvin Cardona,Dušan Vlahović
Erick Cabaco,CB,Joakim Nilsson,Paulo Oliveira,Stefan Savić,Djené,Pedro Bigas,David García,Bruno González,Keven Schlotterbeck,Aridane Hernández,Pablo Insua
Borja García,AM,Moi Gómez,Iker Muniain,Eberechi Eze,Eric Junior Dina Ebimbe,Bersant Celina,Ruben Loftus-Cheek,Martin Ødegaard,Rony Lopes,Fabián Orellana,Nathanael Mbuku
Kenan Kodro,FW,Borja Iglesias,Maxi Gómez,Kasper Dolberg,Stefano Okaka,Jaime Mata,Sergi Guardiola,Lois Diony,Leonardo Pavoletti,Habib Diallo,Simeon Nwankwo
Kike,FW,Jonathan Calleri,Enes Ünal,Luuk de Jong,Steve Mounié,Mama Samba Baldé,Joselu,Ángel Rodríguez,Sergi Enrich,M'Bala Nzola,Sebastian Andersson
Rui Silva,GK,Marko Dmitrović,Iván Villar,Sergio Herrera,Joel Robles,Florian Müller,Roberto,Baptiste Reynet,Koen Casteels,Sam Johnstone,David Soria
Germán Sánchez,CB,Pedro Bigas,Xabier Etxeita,Jamaal Lascelles,David García,Dani Calvo,Óscar Duarte,Tyrone Mings,Esteban Burgos,Sebastiaan Bornauw,Angelo Ogbonna
Juan Miranda,FB,Iago,Nacho,Rubén Duarte,Matty Cash,Vladimír Coufal,Mario Gaspar,Lucas Olaza,Fábio,Luke Thomas,Hugo Mallo
Luis Rioja,AM,Jóhann Berg Guðmundsson,Tete Morente,Salvi,Takashi Inui,Yunus Musah,Bobby Reid,Antonio Puertas,Óscar Plano,Allan Nyom,Dwight McNeil
Fidel,FB,Yannick Carrasco,Silas Wamangituka,Davide Zappacosta,Tariq Lamptey,Cristian Ansaldi,Achraf Hakimi,Manuel Lazzari,Bruno Peres,Christian Günter,Sergiño Dest
Fidel,AM,Dwight McNeil,David Ferreiro,Fabián Orellana,Rubén García,Ridle Baku,Alberto Perea,Jean-Paul Boëtius,Andros Townsend,Alex Iwobi,Moi Gómez
Rubén Rochina,AM,Daniel Caligiuri,Mikkel Damsgaard,Aitor Ruibal,Ridle Baku,Jean-Paul Boëtius,Manu Trigueros,Marc Cucurella,Stuart Armstrong,Alberto Perea,Nathan Redmond
Josema,CB,Mason Holgate,Chris Basham,Marco Friedl,Rodrigo Becão,Ethan Ampadu,Ben White,Koffi Djidji,Domenico Criscito,Ben Godfrey,Jérémy Morel
Josema,FB,Joel Ward,Mikel Balenziaga,Ximo Navarro,Cédric Brunner,Yuto Nagatomo,Federico Barba,Alfonso Espino,Isaac Carcelen,Loris Benito,Charlie Taylor
Fran Beltrán,MF,Rolando Mandragora,Amadou Diawara,Laurent Abergel,Jon Moncayola,Tolgay Arslan,Toma Bašić,Grischa Prömel,Karol Linetty,Jasmin Kurtić,John Lundstram
Darwin Machís,AM,Kenedy,Matheus Pereira,Gianluca Caprari,Jarrod Bowen,Bertrand Traoré,Moses Simon,Zinedine Ferhat,Pedro Neto,Kike Barja,Bukayo Saka
Renan Lodi,FB,Sergio Reguilón,Pervis Estupiñán,Ryan Sessegnon,Dani Carvajal,Zeki Çelik,Stefan Lainer,Alfonso Pedraza,James Justin,Álex Moreno,Adrien Truffert
Jan Oblak,GK,Keylor Navas,Mike Maignan,Rui Patrício,Hugo Lloris,Emiliano Martínez,Dean Henderson,Yassine Bounou,Edouard Mendy,Eiji Kawashima,Pierluigi Gollini
Kevin Vázquez,FB,Bartosz Bereszyński,Isaac Carcelen,Alfonso Espino,Tyrick Mitchell,Sacha Boey,Thomas Foket,Matty Cash,Charles Traore,Anderson Lucoqui,Anthony Caci
Luis Javier Suárez,FW,Richarlison,Mama Samba Baldé,Stéphane Bahoken,Irvin Cardona,Antonio Sanabria,Che Adams,Boulaye Dia,Kevin Lasagna,Anthony Lozano,Alexandre Lacazette
Luis Javier Suárez,AM,Gaëtan Laborde,Robin Quaison,Richarlison,Pierre-Emerick Aubameyang,João Pedro,Anwar El Ghazi,Roland Sallai,José Luis Morales,Ferrán Torres,Portu
Andrés Guardado,MF,Ivan Ilić,Ander Guevara,Oriol Romeu,João Moutinho,Mohamed Elneny,Khéphren Thuram-Ulie,Granit Xhaka,Tom Davies,Moussa Sissoko,Martín Zubimendi
Fede San Emeterio,MF,Yan Brice Eteki,Sergio Álvarez,Jack Cork,Valon Behrami,Jens Jønsson,Rani Khedira,José Mari,Pedro Mosquera,Tomás Pina Isla,Isaac Hayden
Riqui Puig,MF,Bernardo Silva,Rafinha,Nadiem Amiri,İlkay Gündoğan,David Silva,Mason Mount,Kevin De Bruyne,Luis Alberto,Sergio Canales,Curtis Jones
José María Giménez,CB,Yerry Mina,Bruno Alves,Eric Dier,Marcelo,Óscar Duarte,Sven Botman,Gabriel Dos Santos,Gerard Piqué,Mouctar Diakhaby,Raphaël Varane
Bruno González,CB,Ivan Radovanović,Jesús Vallejo,Djené,Dani Calvo,Bram Nuytinck,Pablo Insua,Vladimir Golemić,Joakim Nilsson,Erick Cabaco,Ciaran Clark
Álvaro Fernández,GK,Steve Mandanda,Yann Sommer,Alex Cordaz,Rubén Blanco,Kevin Trapp,Robin Zentner,Jean-Louis Leca,Andrea Consigli,Pepe Reina,Thomas Strakosha
Kévin Rodrigues,FB,Marius Wolf,Mohamed Fares,Solly March,Sergio Reguilón,Arkadiusz Reca,Jonathan Schmid,Pablo Maffeo,Erik Durm,Pol Lirola,Renan Lodi
Kévin Rodrigues,AM,Marc Cucurella,Daniel Caligiuri,Josh Brownhill,Dwight McNeil,Allan Nyom,Luis Rioja,Yunus Musah,Renaud Ripart,Ridle Baku,Tete Morente
Carlos Akapo,FB,Anderson Lucoqui,Nacho Vidal,Isaac Carcelen,Cédric Brunner,Charles Traore,Tyrick Mitchell,Ximo Navarro,Jérôme Hergault,Charlie Taylor,Alfonso Espino
Ilaix,MF,Leon Goretzka,Jude Bellingham,Curtis Jones,Rafinha,Weston McKennie,Pedri,Sergej Milinković-Savić,Christoph Baumgartner,Adrien Rabiot,Mason Mount
Eliaquim Mangala,CB,Germán Sánchez,Jamaal Lascelles,Xabier Etxeita,Pedro Bigas,Mouctar Diakhaby,Sebastien De Maio,Angelo Ogbonna,Sebastiaan Bornauw,Keven Schlotterbeck,Omar Colley
Yassine Bounou,GK,Mike Maignan,Thibaut Courtois,Edouard Mendy,David Ospina,Sergio Asenjo,Ederson,Dean Henderson,Bernd Leno,Anthony Lopes,Keylor Navas
Fede Vico,AM,Takashi Inui,Nathanael Mbuku,Marc Cucurella,David Ferreiro,Pablo Fornals,Dwight McNeil,Andros Townsend,Jean-Paul Boëtius,Fabián Orellana,Ritsu Doan
Stefan Savić,CB,Pablo Marí,Víctor Ruiz,Hugo Guillamón,Wout Faes,Eric Dier,Rúben Vezo,Raúl Albiol,Conor Coady,Bram Nuytinck,Erick Cabaco
Jawad El Yamiq,CB,Felipe,Paulo Oliveira,Jan Bednarek,Luca Ceppitelli,Dara O'Shea,Andrew Gravillon,Florian Lejeune,Joakim Nilsson,Yeray Álvarez,Ciaran Clark
Hugo Guillamón,CB,Stefan Savić,Pablo Marí,Víctor Ruiz,Bram Nuytinck,Rúben Vezo,Wout Faes,Raúl Albiol,Çağlar Söyüncü,Jason Denayer,Robson Bambu
Nehuén Pérez,CB,Jean-Charles Castelletto,Omar Colley,Loïck Landre,Joaquín Fernández,Cala,Florian Lejeune,Pape Abou Cisse,Dani Calvo,Ezri Konsa,Sebastien De Maio
Aritz Elustondo,CB,Çağlar Söyüncü,Marcelo,Adam Webster,Diego Godín,Iñigo Martínez,Sven Botman,José Fonte,Robin Le Normand,Damien Da Silva,Matthias Ginter
Enes Ünal,FW,Jonathan Calleri,Jay Rodriguez,Kike,Oliver Burke,Sergi Enrich,Callum Wilson,Eldor Shomurodov,Sergi Guardiola,Steve Mounié,Ante Budimir
Uroš Račić,MF,John Lundstram,Josh Brownhill,Tomás Rincón,Lucas Tousart,Papakouli Diop,Lucas Torró,Rubén Alcaraz,Nicolas Höfler,Douglas Luiz,Artur Ioniță
Mario Gaspar,FB,Sébastien Corchia,César Azpilicueta,Kingsley Ehizibue,Juan Miranda,Séamus Coleman,Serge Aurier,Vladimír Coufal,Christopher Lenz,Emerson,Mihailo Ristić
Aïssa Mandi,CB,Lewis Dunk,Guillermo Maripán,Alessio Romagnoli,Paul Baysse,Philipp Lienhart,Duje Ćaleta-Car,Leonardo Bonucci,Dedryck Boyata,Stefan de Vrij,Raphaël Varane
Rodrigo Ely,CB,Cala,Germán Sánchez,Pedro Bigas,Angelo Ogbonna,Xabier Etxeita,Joaquín Fernández,Ezri Konsa,Ben Mee,Craig Dawson,Scott Dann
Lucas Vázquez,FB,Achraf Hakimi,Filip Kostić,Marcelo,Juan Cuadrado,Raphaël Guerreiro,João Cancelo,Theo Hernández,Sergiño Dest,Yannick Carrasco,Giovanni Di Lorenzo
Lucas Vázquez,AM,Julian Brandt,Denis Suárez,Manu Trigueros,Ridle Baku,Lorenzo Pellegrini,Roberto Soriano,Mason Mount,Sergio Canales,Jean-Paul Boëtius,Alexis Saelemaekers
Martin Braithwaite,FW,Kevin Lasagna,Jamie Vardy,Paco Alcácer,Jonathan David,Hwang Ui-jo,Habib Diallo,Josh Maja,Moise Kean,Erling Haaland,Darío Benedetto
Martin Braithwaite,AM,Pierre-Emerick Aubameyang,João Pedro,Portu,José Luis Morales,Gaëtan Laborde,Antoine Griezmann,Yoane Wissa,Kevin Volland,Ferrán Torres,Dodi Lukebakio
Cala,CB,Joaquín Fernández,Xabier Etxeita,Pedro Bigas,Dani Calvo,Ezri Konsa,Sebastiaan Bornauw,Ben Mee,Angelo Ogbonna,Germán Pezzella,Jean-Charles Castelletto
Carlos Soler,MF,Ángel Montoro,Abdoulaye Touré,Jordan Veretout,Miha Zajc,Răzvan Marin,Jonjo Shelvey,Florent Mollet,John Lundstram,Roberto Pereyra,Mattéo Guendouzi
Carlos Soler,AM,Moi Gómez,Manu Trigueros,Ridle Baku,Bersant Celina,Jóhann Berg Guðmundsson,Tete Morente,Matteo Pessina,Antonín Barák,Dwight McNeil,Josh Brownhill
Manuel Sánchez,FB,Gabriele Zappa,Andoni Gorosabel,Caio Henrique Oliveira Silva,Marvin Plattenhardt,Christopher Lenz,Javi Galán,Aarón Martín,Bastian Oczipka,Nacho,Carlos Clerc
