Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,PassAtt,Cmp%,PassTotDist,PassPrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,PassFinThird,PPA,CrsPA,PassProg,SCA,PassLiveShot,PassDeadShot,DribShot,ShLSh,Fld,DefShot,GCA,PassLiveGoal,PassDeadGoal,DribGoal,ShGoal,FldGoal,DefGoal,Tkl,TklW,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTackled,DribContest,DribTackled%,Past,Press,SuccPress,SuccPress%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlockSh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,TouchDef3rd,TouchMid3rd,TouchAtt3rd,AttPen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,ProgCarries,CarriesFinThird,CPA,Mis,Dis,Targ,Rec,Rec%,ProgPassRec,Gls,PK,PKatt,Sh,SoT,CrdY,CrdR,xG,npxG
2021-01-31,Gervinho,Matchweek 20,Away,L 0–2,Parma,Napoli,Y*,LW,90,16,20,80.0,256,66,8,10,80.0,8,10,80.0,0,0,0,0,0.0,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,20,4,20.0,3,6,11,0,0,0,0,1,2,0,0,32,1,4,16,14,2,32,1,3,33.3,1,0,28,149,91,6,0,1,2,2,36,23,63.9,7,0,0,0,1,1,0,0,0.0,0.0
2021-02-07,Gervinho,Matchweek 21,Home,L 0–3,Parma,Bologna,Y,"LW,AM",90,33,38,86.8,439,82,23,24,95.8,9,9,100.0,1,2,50.0,0,0.2,3,1,3,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,10,2,20.0,2,3,5,0,0,0,0,0,0,0,0,48,0,1,17,35,5,46,1,2,50.0,1,0,37,313,168,9,4,1,2,4,59,41,69.5,10,0,0,0,1,0,0,0,0.2,0.2
2021-02-15,Gervinho,Matchweek 22,Away,L 1–2,Parma,Hellas Verona,Y*,"LW,RW",90,12,12,100.0,194,35,7,7,100.0,4,4,100.0,1,1,100.0,0,0.1,2,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20.0,2,1,2,0,0,0,0,1,1,1,0,25,0,5,9,12,4,25,1,3,33.3,1,1,19,89,30,3,0,1,3,2,31,18,58.1,2,0,0,0,3,1,0,0,0.4,0.4
2021-03-07,Gervinho,Matchweek 26,Away,D 3–3,Parma,Fiorentina,Y,FW,61,13,16,81.3,216,80,7,7,100.0,6,8,75.0,0,0,0,0,0.0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,2,2,3,0,0,0,0,0,0,0,0,23,0,0,7,17,3,23,2,4,50.0,3,0,17,91,46,2,0,2,1,1,29,19,65.5,4,0,0,0,1,1,0,0,0.0,0.0
2021-04-03,Gervinho,Matchweek 29,Away,D 2–2,Parma,Benevento,Y,"LW,CM",77,22,24,91.7,320,95,10,11,90.9,11,11,100.0,0,0,0,0,0.0,0,5,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0,3,3,0,0,0,0,0,0,0,0,32,0,1,11,22,2,32,1,2,50.0,1,0,25,131,68,4,1,0,1,1,45,27,60.0,6,0,0,0,1,0,0,0,0.1,0.1
2021-04-10,Gervinho,Matchweek 30,Home,L 1–3,Parma,Milan,Y,LW,45,13,15,86.7,205,29,8,8,100.0,4,6,66.7,1,1,100.0,0,0.0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,11,4,36.4,1,7,3,0,0,0,0,0,2,0,0,22,1,3,11,9,1,22,1,4,25.0,1,0,20,77,23,3,1,0,2,1,22,13,59.1,4,0,0,0,0,0,0,0,0.0,0.0
2021-04-21,Gervinho,Matchweek 32,Away,L 1–3,Parma,Juventus,Y,LW,61,14,15,93.3,194,40,8,8,100.0,6,6,100.0,0,1,0.0,0,0.0,0,0,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,17,2,11.8,9,4,4,1,0,0,1,0,0,2,0,24,2,5,10,13,0,24,2,6,33.3,4,2,19,106,67,3,3,0,1,0,26,19,73.1,3,0,0,0,0,0,0,0,0.0,0.0
2021-04-24,Gervinho,Matchweek 33,Home,L 3–4,Parma,Crotone,N,RW,71,15,18,83.3,169,39,10,12,83.3,4,5,80.0,0,0,0,0,0.0,1,0,1,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,14,2,14.3,2,7,5,2,1,0,1,0,1,0,0,27,0,3,6,20,4,26,1,2,50.0,1,0,22,147,66,2,2,0,2,1,27,19,70.4,8,1,0,0,1,1,0,0,0.3,0.3
2021-05-03,Gervinho,Matchweek 34,Away,L 0–1,Parma,Torino,Y,FW,90,13,21,61.9,197,6,7,9,77.8,6,7,85.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,11,4,36.4,0,7,4,0,0,0,0,1,1,0,0,22,0,1,9,13,4,21,0,1,0.0,0,0,15,130,54,4,1,1,0,0,42,15,35.7,5,0,0,0,0,0,0,0,0.0,0.0
2021-05-09,Gervinho,Matchweek 35,Home,L 2–5,Parma,Atalanta,Y,FW,60,10,11,90.9,172,7,5,5,100.0,5,5,100.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50.0,1,1,2,0,0,0,0,0,0,0,0,13,0,0,11,4,2,10,1,2,50.0,2,0,11,76,34,2,0,1,0,1,20,7,35.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-05-16,Gervinho,Matchweek 37,Home,L 1–3,Parma,Sassuolo,N,FW,20,7,7,100.0,80,8,6,6,100.0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20.0,0,3,2,0,0,0,0,0,0,0,0,10,0,0,2,10,6,10,1,1,100.0,1,0,8,54,51,2,2,1,0,1,17,9,52.9,4,0,0,0,2,2,0,0,0.4,0.4
2021-05-22,Gervinho,Matchweek 38,Away,L 0–3,Parma,Sampdoria,Y,FW,59,14,20,70.0,299,69,7,9,77.8,4,8,50.0,3,3,100.0,0,0.0,1,2,0,0,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,9.1,3,1,7,0,0,0,0,0,0,0,0,28,0,1,12,16,4,28,3,5,60.0,3,1,26,162,76,6,1,2,2,1,34,25,73.5,8,0,0,0,2,0,0,0,0.1,0.1
2020-11-04,Nicolò Rovella,Matchweek 3,Home,L 1–2,Genoa,Torino,Y,CM,87,40,49,81.6,925,242,13,15,86.7,16,18,88.9,11,16,68.8,0,0.1,2,6,1,0,6,4,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,3,66.7,1,16,3,18.8,2,9,5,0,0,0,0,0,2,0,0,54,2,4,33,19,1,50,1,1,100.0,1,0,42,190,117,6,1,0,1,0,43,39,90.7,1,0,0,0,1,0,1,0,0.1,0.1
2020-10-19,Nicolò Rovella,Matchweek 4,Away,D 0–0,Genoa,Hellas Verona,Y,CM,78,30,36,83.3,544,142,17,19,89.5,10,12,83.3,3,5,60.0,0,0.1,2,3,2,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0.0,1,12,3,25.0,6,6,0,1,0,0,1,0,2,0,0,45,0,9,31,8,2,44,1,2,50.0,1,0,32,125,31,1,0,0,2,0,42,37,88.1,2,0,0,0,2,0,0,0,0.2,0.2
2020-10-24,Nicolò Rovella,Matchweek 5,Home,L 0–2,Genoa,Inter,Y,CM,83,35,44,79.5,586,94,17,18,94.4,15,17,88.2,3,8,37.5,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,3,15.0,3,12,5,0,0,0,0,0,1,3,0,51,2,22,31,1,0,51,0,0,0,0,0,38,196,99,3,0,0,0,1,42,38,90.5,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-01,Nicolò Rovella,Matchweek 6,Away,D 1–1,Genoa,Sampdoria,Y,CM,90,42,48,87.5,801,187,20,20,100.0,14,16,87.5,8,11,72.7,0,0.1,2,3,1,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,1,2,50.0,1,8,2,25.0,5,3,0,3,0,0,3,3,8,0,0,64,1,24,30,10,1,64,0,0,0,0,0,42,221,93,7,0,1,1,0,47,42,89.4,1,0,0,0,2,0,0,0,0.1,0.1
2020-11-08,Nicolò Rovella,Matchweek 7,Home,L 1–3,Genoa,Roma,Y,"CM,DM",90,59,66,89.4,1260,193,22,24,91.7,24,26,92.3,13,16,81.3,0,0.0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,2,50.0,1,19,8,42.1,10,8,1,0,0,0,0,0,3,2,0,73,3,22,52,5,0,70,0,0,0,0,0,57,276,133,5,2,0,0,2,62,59,95.2,0,0,0,0,0,0,0,0,0.0,0.0
2020-12-13,Nicolò Rovella,Matchweek 11,Home,L 1–3,Genoa,Juventus,Y,CM,81,25,32,78.1,498,61,10,12,83.3,10,13,76.9,4,5,80.0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,15.8,11,8,0,3,0,0,3,3,3,2,0,43,4,22,18,4,1,42,1,1,100.0,1,0,28,132,53,1,0,1,0,0,27,24,88.9,2,0,0,0,1,1,0,0,0.0,0.0
2020-12-23,Nicolò Rovella,Matchweek 14,Away,W 2–1,Genoa,Spezia,N,CM,17,8,9,88.9,201,61,3,4,75.0,2,2,100.0,3,3,100.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,7,2,28.6,3,4,0,1,0,0,1,0,0,1,0,12,1,5,7,2,0,12,0,0,0,0,0,6,27,5,0,0,0,0,0,7,6,85.7,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-03,Nicolò Rovella,Matchweek 15,Home,D 1–1,Genoa,Lazio,Y,CM,45,15,21,71.4,221,65,7,10,70.0,4,4,100.0,2,5,40.0,0,0.0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,19,4,21.1,6,12,1,2,0,0,2,1,2,0,0,28,0,9,15,6,0,27,1,2,50.0,1,0,16,78,35,2,0,0,1,0,20,18,90.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-01-06,Nicolò Rovella,Matchweek 16,Away,L 1–2,Genoa,Sassuolo,N,DM,33,19,23,82.6,364,95,9,9,100.0,8,8,100.0,2,5,40.0,0,0.0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0.0,2,9,2,22.2,6,2,1,1,0,0,1,0,2,1,0,29,2,8,17,5,0,28,0,0,0,0,0,15,59,34,2,0,0,0,0,19,17,89.5,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-06,Nicolò Rovella,Matchweek 21,Home,W 2–1,Genoa,Napoli,N,CM,3,1,1,100.0,14,0,1,1,100.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-13,Nicolò Rovella,Matchweek 22,Away,D 0–0,Genoa,Torino,Y,DM,90,67,77,87.0,1330,272,24,29,82.8,28,30,93.3,13,16,81.3,0,0.0,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,18,1,5.6,8,9,1,2,0,0,2,0,1,2,0,88,0,22,63,6,0,87,1,2,50.0,1,0,60,291,150,5,0,0,2,1,62,59,95.2,1,0,0,0,0,0,1,0,0.0,0.0
2021-02-20,Nicolò Rovella,Matchweek 23,Home,D 2–2,Genoa,Hellas Verona,N,"DM,AM",36,12,19,63.2,298,105,3,5,60.0,4,6,66.7,5,7,71.4,0,0.1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14.3,2,5,0,2,0,0,2,0,0,0,0,23,0,5,14,6,0,22,0,0,0,0,0,17,100,33,1,0,0,1,0,18,14,77.8,0,0,0,0,0,0,0,0,0.0,0.0
2021-02-28,Nicolò Rovella,Matchweek 24,Away,L 0–3,Genoa,Inter,Y,DM,90,82,85,96.5,1879,252,20,21,95.2,44,45,97.8,17,18,94.4,0,0.0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.0,2,27,3,11.1,13,9,5,1,0,0,1,0,1,0,0,88,3,18,62,13,0,87,1,1,100.0,1,0,77,341,206,8,2,0,1,0,78,77,98.7,0,0,0,0,1,0,0,0,0.1,0.1
2021-03-19,Nicolò Rovella,Matchweek 28,Away,W 2–1,Genoa,Parma,N,CM,1,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50.0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,1,13,13,0,0,0,0,0,2,1,50.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-04-11,Nicolò Rovella,Matchweek 30,Away,L 1–3,Genoa,Juventus,Y,CM,62,48,58,82.8,1019,274,17,17,100.0,20,24,83.3,10,13,76.9,1,0.1,1,2,0,0,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,50.0,1,28,5,17.9,11,11,6,3,0,0,3,1,2,0,0,66,4,18,41,11,0,62,1,1,100.0,1,0,53,212,103,3,0,0,0,2,56,50,89.3,0,0,0,0,0,0,1,0,0.0,0.0
2021-05-02,Nicolò Rovella,Matchweek 34,Away,L 3–4,Genoa,Lazio,N,CM,39,39,43,90.7,850,225,12,13,92.3,20,21,95.2,7,9,77.8,0,0.0,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0.0,1,14,8,57.1,5,9,0,2,1,0,1,0,2,1,0,49,3,12,32,15,0,45,1,1,100.0,1,0,37,230,135,2,4,0,0,0,34,34,100.0,1,0,0,0,1,0,0,0,0.1,0.1
2021-05-09,Nicolò Rovella,Matchweek 35,Home,L 1–2,Genoa,Sassuolo,N,"DM,FW",23,13,18,72.2,272,98,4,5,80.0,8,10,80.0,1,3,33.3,0,0.1,3,2,1,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,37.5,1,3,4,1,0,0,1,0,0,0,0,21,0,3,12,7,0,21,0,0,0,0,0,15,70,20,1,0,0,0,1,13,13,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-12,Nicolò Rovella,Matchweek 36,Away,W 2–0,Genoa,Bologna,N,DM,59,19,28,67.9,265,41,10,13,76.9,6,6,100.0,1,7,14.3,0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,19,7,36.8,10,9,0,2,0,0,2,1,2,6,0,37,3,11,20,9,0,33,0,0,0,0,0,20,110,37,1,1,0,1,1,18,18,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2021-05-15,Nicolò Rovella,Matchweek 37,Home,L 3–4,Genoa,Atalanta,Y,DM,90,75,92,81.5,1443,398,29,30,96.7,39,40,97.5,7,20,35.0,0,0.4,2,3,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,0,1,0.0,1,30,8,26.7,17,13,0,2,0,0,2,5,10,2,0,105,14,55,44,10,0,100,1,1,100.0,1,0,79,401,146,2,0,0,1,0,70,70,100.0,0,0,0,0,1,0,1,0,0.0,0.0
2021-05-22,Nicolò Rovella,Matchweek 38,Away,W 1–0,Genoa,Cagliari,Y,DM,90,71,74,95.9,1635,464,22,22,100.0,31,32,96.9,17,19,89.5,1,0.5,3,9,2,2,4,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0.0,2,25,1,4.0,8,11,6,0,0,0,0,3,4,6,0,86,6,25,56,10,0,84,0,0,0,0,0,61,314,162,4,3,0,1,0,63,62,98.4,0,0,0,0,2,1,0,0,0.1,0.1
2020-09-30,Mario Pašalić,Matchweek 1,Away,W 4–1,Atalanta,Lazio,Y,DM,55,17,21,81.0,312,47,7,7,100.0,8,11,72.7,2,2,100.0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,2,2,100.0,0,16,3,18.8,2,14,0,1,0,0,1,0,2,0,0,27,0,5,17,6,2,27,0,0,0,0,0,21,133,79,4,0,1,2,1,22,16,72.7,2,0,0,0,0,0,0,0,0.0,0.0
2020-09-26,Mario Pašalić,Matchweek 2,Away,W 4–2,Atalanta,Torino,N,AM,7,7,8,87.5,114,2,3,3,100.0,4,5,80.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,5,5,0,9,1,1,100.0,1,0,10,35,1,0,0,0,0,1,6,6,100.0,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-04,Mario Pašalić,Matchweek 3,Home,W 5–2,Atalanta,Cagliari,Y,DM,90,66,76,86.8,1282,356,23,26,88.5,32,38,84.2,10,11,90.9,1,1.2,6,7,7,0,11,10,10,0,0,0,0,0,2,2,0,0,0,0,0,3,1,0,3,0,1,1,100.0,0,19,6,31.6,4,13,2,0,0,0,0,1,4,2,0,86,3,20,43,31,6,86,1,2,50.0,1,0,67,309,197,10,5,1,0,1,76,69,90.8,6,1,0,0,2,2,0,0,0.5,0.5
2020-10-17,Mario Pašalić,Matchweek 4,Away,L 1–4,Atalanta,Napoli,Y,DM,90,63,67,94.0,1294,349,22,23,95.7,30,31,96.8,11,13,84.6,0,0.1,1,6,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4,25.0,3,25,8,32.0,6,14,5,1,0,0,1,1,2,0,0,69,1,15,54,12,0,66,1,1,100.0,1,0,56,419,246,12,4,0,0,0,58,55,94.8,4,0,0,0,1,0,0,0,0.0,0.0
2020-10-24,Mario Pašalić,Matchweek 5,Home,L 1–3,Atalanta,Sampdoria,Y,DM,90,87,91,95.6,1838,410,21,23,91.3,49,50,98.0,16,17,94.1,0,0.0,1,10,4,1,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6,4,66.7,0,3,3,0,0,0,0,1,2,1,0,96,0,12,48,46,2,92,0,0,0,0,0,81,402,206,9,6,0,0,2,83,80,96.4,2,0,0,0,0,0,0,0,0.0,0.0
2020-10-31,Mario Pašalić,Matchweek 6,Away,W 2–1,Atalanta,Crotone,Y,CM,90,64,69,92.8,1313,288,28,29,96.6,27,29,93.1,9,9,100.0,0,0.1,1,8,2,0,4,4,3,0,0,0,0,1,1,1,0,0,0,0,0,6,4,1,4,1,1,1,100.0,0,21,10,47.6,1,12,8,0,0,0,0,0,6,1,0,78,0,9,44,30,1,76,0,1,0.0,0,0,58,248,134,10,3,0,2,0,67,60,89.6,4,0,0,0,0,0,0,0,0.0,0.0
2020-11-08,Mario Pašalić,Matchweek 7,Home,D 1–1,Atalanta,Inter,Y,CM,58,44,47,93.6,914,170,16,17,94.1,20,20,100.0,8,10,80.0,0,0.0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,50.0,1,16,3,18.8,5,9,2,0,0,0,0,1,2,0,0,50,0,5,33,16,0,50,1,1,100.0,1,0,42,211,107,6,2,0,0,0,43,42,97.7,0,0,0,0,0,0,0,0,0.0,0.0
2020-11-21,Mario Pašalić,Matchweek 8,Away,D 0–0,Atalanta,Spezia,N,LW,45,13,18,72.2,192,39,8,10,80.0,3,4,75.0,2,4,50.0,0,0.1,1,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,30.8,2,8,3,1,0,0,1,0,0,1,0,26,1,1,16,10,4,26,1,1,100.0,1,0,14,86,29,2,1,1,2,2,25,18,72.0,5,0,0,0,2,2,1,0,0.4,0.4
2021-01-31,Mario Pašalić,Matchweek 20,Home,L 1–3,Atalanta,Lazio,N,"AM,DM",37,13,17,76.5,212,50,7,10,70.0,5,5,100.0,1,2,50.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40.0,0,1,4,0,0,0,0,0,0,0,0,21,0,3,14,6,1,21,0,0,0,0,0,20,50,23,1,0,0,1,2,26,18,69.2,2,1,0,0,1,1,0,0,0.9,0.9
2021-02-06,Mario Pašalić,Matchweek 21,Home,D 3–3,Atalanta,Torino,N,DM,6,7,8,87.5,143,32,3,3,100.0,3,3,100.0,1,1,100.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,100.0,0,2,1,50.0,0,1,1,0,0,0,0,0,1,1,0,9,1,2,8,0,0,9,0,0,0,0,0,7,53,15,0,0,0,0,0,7,7,100.0,0,0,0,0,0,0,1,0,0.0,0.0
2021-02-14,Mario Pašalić,Matchweek 22,Away,W 1–0,Atalanta,Cagliari,Y,AM,45,18,25,72.0,269,45,10,13,76.9,5,6,83.3,2,4,50.0,0,0.0,1,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,2,25.0,0,6,2,1,0,0,1,0,1,0,0,32,0,4,17,12,1,31,1,1,100.0,1,0,23,72,38,4,0,1,2,2,37,28,75.7,5,0,0,0,0,0,0,0,0.0,0.0
2021-02-21,Mario Pašalić,Matchweek 23,Home,W 4–2,Atalanta,Napoli,N,DM,13,4,5,80.0,53,21,3,4,75.0,1,1,100.0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,4,1,1,5,0,0,0,0,0,3,33,16,1,0,0,0,0,6,5,83.3,1,0,0,0,0,0,0,0,0.0,0.0
2021-02-28,Mario Pašalić,Matchweek 24,Away,W 2–0,Atalanta,Sampdoria,Y,"CM,DM",58,23,28,82.1,374,79,15,17,88.2,5,7,71.4,2,2,100.0,0,0.0,0,4,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,4,28.6,0,7,7,3,0,0,3,0,1,2,0,38,2,6,21,16,4,38,4,4,100.0,4,0,32,198,101,9,2,3,0,2,44,29,65.9,6,0,0,0,2,0,0,0,0.3,0.3
2021-03-03,Mario Pašalić,Matchweek 25,Home,W 5–1,Atalanta,Crotone,N,DM,28,20,23,87.0,409,51,9,10,90.0,6,6,100.0,5,6,83.3,0,0.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,23,0,5,12,8,1,22,1,1,100.0,1,0,19,104,54,1,2,0,0,0,20,19,95.0,1,0,0,0,0,0,0,0,0.0,0.0
2021-03-08,Mario Pašalić,Matchweek 26,Away,L 0–1,Atalanta,Inter,N,DM,10,1,1,100.0,24,18,0,0,0,1,1,100.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,50.0,1,0,0,0,1,0,0,0,0.1,0.1
2021-03-12,Mario Pašalić,Matchweek 27,Home,W 3–1,Atalanta,Spezia,Y,AM,89,25,31,80.6,393,87,11,15,73.3,14,16,87.5,0,0,0,0,0.1,1,2,0,0,1,4,3,0,0,0,0,1,1,1,0,0,0,0,0,3,3,1,2,0,0,1,0.0,1,31,9,29.0,4,21,6,1,0,0,1,3,6,1,0,43,0,5,28,11,5,43,0,1,0.0,0,0,26,180,109,2,0,0,3,1,41,29,70.7,7,2,0,0,3,2,0,0,0.9,0.9
2021-03-21,Mario Pašalić,Matchweek 28,Away,W 2–0,Atalanta,Hellas Verona,N,"LW,AM",27,8,13,61.5,124,3,6,7,85.7,1,1,100.0,1,3,33.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,40.0,1,3,1,1,0,0,1,0,0,0,0,14,0,3,7,4,0,14,0,0,0,0,0,6,38,3,0,0,0,0,0,13,10,76.9,5,0,0,0,0,0,0,0,0.0,0.0
2021-04-03,Mario Pašalić,Matchweek 29,Home,W 3–2,Atalanta,Udinese,N,AM,13,5,7,71.4,75,23,2,4,50.0,3,3,100.0,0,0,0,0,0.1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,7,2,28.6,1,3,3,1,0,0,1,0,1,0,0,9,0,1,4,6,0,9,1,1,100.0,1,0,7,55,37,3,1,0,0,1,11,7,63.6,1,0,0,0,0,0,0,0,0.0,0.0
2021-04-11,Mario Pašalić,Matchweek 30,Away,W 3–2,Atalanta,Fiorentina,Y,AM,90,29,35,82.9,445,60,17,20,85.0,10,12,83.3,2,3,66.7,0,0.3,1,1,2,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0.0,4,13,4,30.8,4,8,1,1,1,0,0,0,1,0,0,48,1,3,28,19,4,47,0,2,0.0,0,0,36,147,55,3,1,0,2,3,43,36,83.7,7,0,0,0,1,0,0,0,0.1,0.1
2021-04-18,Mario Pašalić,Matchweek 31,Home,W 1–0,Atalanta,Juventus,N,AM,45,10,11,90.9,163,22,6,6,100.0,3,3,100.0,1,1,100.0,0,0.0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,25,4,16.0,9,13,3,0,0,0,0,1,5,0,0,24,0,9,7,10,1,24,0,1,0.0,0,0,15,51,28,0,0,0,3,2,17,13,76.5,3,0,0,0,1,0,0,0,0.0,0.0
2021-04-22,Mario Pašalić,Matchweek 32,Away,D 1–1,Atalanta,Roma,N,"RW,LW",32,6,8,75.0,76,7,3,4,75.0,2,3,66.7,0,0,0,0,0.1,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11.1,3,4,2,0,0,0,0,1,1,0,0,11,1,5,4,4,1,11,1,2,50.0,2,0,3,10,0,0,0,0,0,0,14,9,64.3,2,0,0,0,1,1,0,0,0.1,0.1
