Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Lasse Schöne,MF,Jordan Veretout,Unai López,Manu Trigueros,Youri Tielemans,Florian Neuhaus,Carlos Soler,Ivan Rakitić,Sergio Canales,Seko Fofana,Abdoulaye Touré
Joakim Mæhle,FB,Ridle Baku,Nahuel Molina,Robin Gosens,Achraf Hakimi,Filip Kostić,Mário Rui,Theo Hernández,Gabriele Zappa,Romain Perraud,Pervis Estupiñán
Andreas Skov Olsen,AM,Nicola Sansone,Nathan Redmond,Bukayo Saka,Riccardo Orsolini,Hamed Junior Traorè,Álex Berenguer,Lucas Ocampos,Munir El Haddadi,Filip Đuričić,Christoph Baumgartner
Bryan Dabo,MF,Alfred Duncan,Roberto Gagliardini,Miha Zajc,John McGinn,Edu Expósito,Abdoulaye Touré,Bryan Cristante,Mikel Rico,Abdoulaye Doucouré,John Lundstram
Rafael Tolói,CB,Bryan Cristante,Gianluca Mancini,Emre Can,Martin Hinteregger,Niklas Süle,Marvin Friedrich,Berat Djimsiti,Stefan Posch,Moussa Niakhate,Marcel Halstenberg
Faouzi Ghoulam,FB,Andrew Robertson,Mário Rui,Pavel Kadeřábek,Leo Dubois,Jesús Navas,Oleksandr Zinchenko,Giovanni Di Lorenzo,Ben Chilwell,Maxwel Cornet,Luke Shaw
Kamil Glik,CB,Germán Pezzella,Angelo Ogbonna,Willy Boly,Sebastiaan Bornauw,John Egan,Brendan Chardonnet,Florian Lejeune,Ezri Konsa,Nayef Aguerd,Unai Núñez
Andreas Cornelius,FW,Jorge Molina,Iñaki Williams,Habib Diallo,João Pedro,Fabian Klos,Jaime Mata,Ludovic Ajorque,Bas Dost,Maxi Gómez,Asier Villalibre
Saša Lukić,MF,Karol Linetty,Abdoulaye Doucouré,Toma Bašić,Jaime Seoane,John Lundstram,Darko Brašanac,Georginio Wijnaldum,Mikel Rico,Roberto Pereyra,Brais Méndez
Saša Lukić,AM,Nathanael Mbuku,Josh Brownhill,Yunus Musah,Marc Cucurella,Pablo Fornals,Miguel Almirón,Jóhann Berg Guðmundsson,Moi Gómez,Renaud Ripart,Bobby Reid
Kostas Manolas,CB,Stefan de Vrij,Raúl Albiol,Raphaël Varane,Diego Carlos,Clément Lenglet,Victor Lindelöf,Aymeric Laporte,Toby Alderweireld,Paul Baysse,Unai García
Rolando Mandragora,MF,Toma Bašić,Grischa Prömel,Brais Méndez,John Lundstram,Morten Thorsby,Abdoulaye Doucouré,Jasmin Kurtić,Giulio Maggiore,Mauro Arambarri,Robert Andrich
Yıldırım Mert Çetin,CB,Keven Schlotterbeck,Jerry St. Juste,Sebastien De Maio,Federico Ceccherini,Marin Pongračić,Ben Godfrey,Ohis Felix Uduokhai,Kevin Bonifazi,Cristián Zapata,Ozan Kabak
Pedro Pereira,FB,Séamus Coleman,Mohamed Fares,Jérôme Roussillon,Lorenzo Venuti,George Baldock,Fabio Depaoli,Aarón Martín,Luke Thomas,Iago,Marvin Zeegelaar
Gabriele Zappa,FB,Nacho,Andoni Gorosabel,Séamus Coleman,Giuseppe Pezzella,Jérôme Roussillon,Christopher Lenz,Ryan Sessegnon,George Baldock,Stefan Lainer,Cédric Soares
Maya Yoshida,CB,Vitorino Hilton,Gonzalo Verdú,Unai Núñez,Tyrone Mings,Chris Smalling,Loïck Landre,Laurent Koscielny,Martin Erlic,Joaquín Fernández,Gary Cahill
Jeroen Zoet,GK,Ivan Provedel,Alex McCarthy,Kevin Trapp,Andrea Consigli,Álvaro Fernández,Steve Mandanda,Alex Cordaz,Mathew Ryan,Lorenzo Montipò,Timo Horn
Giangiacomo Magnani,CB,Boubakar Kouyaté,Mattia Bani,Gleison Bremer,Romain Saïss,Florian Lejeune,Pape Abou Cisse,Craig Dawson,Omar Colley,Pascal Struijk,Alexander Djiku
Hakan Çalhanoğlu,AM,Domenico Berardi,Hakim Ziyech,Bruno Fernandes,Lorenzo Insigne,Vincenzo Grifo,Lorenzo Pellegrini,Papu Gómez,Dimitri Payet,Josip Brekalo,James Maddison
Marlon,CB,William Saliba,Presnel Kimpembe,Kalidou Koulibaly,Andreas Christensen,Robson Bambu,Luiz Felipe,Wesley Hoedt,Claudio Terzi,Lyanco,Jérémy Morel
Roberto Gagliardini,MF,Antonín Barák,Ivan Rakitić,Gonzalo Melero,Jordan Veretout,Stuart Dallas,Bryan Dabo,Jasmin Kurtić,Abdoulaye Touré,Brais Méndez,Franck Kessié
Nahuel Estévez,MF,Pascal Groß,Edu Expósito,Mikel Rico,Jonjo Shelvey,Miha Zajc,Valon Berisha,John McGinn,Imran Louza,Marcel Sabitzer,Ángel Montoro
Artur Ioniță,MF,Rani Khedira,Jack Cork,Rodrigo Battaglia,Josh Brownhill,Tobias Strobl,Tomás Pina Isla,Raúl Guti,Grischa Prömel,Jaime Seoane,Yan Brice Eteki
Elif Elmas,MF,Seko Fofana,Piotr Zieliński,Bernardo Silva,Alexis Claude-Maurice,Giacomo Bonaventura,Houssem Aouar,Nadiem Amiri,Roberto Pereyra,Florian Wirtz,Sergio Canales
Elif Elmas,AM,Steven Bergwijn,Rony Lopes,Moi Gómez,Jeremie Boga,Antonín Barák,Fabián Orellana,Samu Castillejo,Takashi Inui,Stuart Armstrong,Alexis Saelemaekers
Ibrahima Mbaye,FB,Peter Pekarík,Juan Cruz Armada,Mikel Balenziaga,Lorenzo De Silvestri,Yuto Nagatomo,Loris Benito,Jérôme Hergault,Antonio Barragán,Takehiro Tomiyasu,Oscar Wendt
Karol Linetty,MF,Saša Lukić,Mikel Rico,Jaime Seoane,Toma Bašić,Tolgay Arslan,Grischa Prömel,Georginio Wijnaldum,Răzvan Marin,Tomás Rincón,John Lundstram
Stefan de Vrij,CB,Paul Baysse,Duje Ćaleta-Car,Raphaël Varane,Marash Kumbulla,Victor Lindelöf,Kostas Manolas,Aymeric Laporte,Pablo Marí,Thiago Silva,Iñigo Martínez
Alex Ferrari,CB,Lisandro Magallán,José Luis Palomino,Rodrigo Becão,Chris Basham,Domenico Criscito,Jérémy Morel,Daniele Rugani,Fabinho,Ben White,Mason Holgate
Nicola Murru,FB,Fabio Depaoli,Ryan Bertrand,Dan Burn,Sébastien Corchia,Lorenzo De Silvestri,Mihailo Ristić,Enda Stevens,Aihen Muñoz,Mathías Olivera,Daniel Wass
Morten Thorsby,MF,Yangel Herrera,Leandro Barreiro Martins,Leander Dendoncker,Rolando Mandragora,Grischa Prömel,Jaime Seoane,Saúl Ñíguez,Baptiste Santamaria,Darko Brašanac,Mauro Arambarri
Daniele Verde,AM,Matteo Politano,Marco Asensio,Mason Greenwood,Harvey Barnes,Diego Farias,João Pedro,Anwar El Ghazi,Daniel James,Cristian Tello,Nicolas Pépé
Leonardo Pavoletti,FW,Sebastian Andersson,Steve Mounié,Borja Iglesias,Florian Niederlechner,Krzysztof Piątek,Simeon Nwankwo,Ante Budimir,Asier Villalibre,Roberto Soldado,Luuk de Jong
Stephan El Shaarawy,AM,Hakan Çalhanoğlu,Bukayo Saka,Amine Gouiri,Domenico Berardi,Pedro Neto,Armand Lauriente,Lorenzo Insigne,Filip Đuričić,Carles Pérez,Samuel Chukwueze
Christian Oliva,MF,Didier Ibrahim Ndong,Douglas Luiz,Christoph Kramer,Pedro Chirivella,Harrison Reed,Luka Milivojević,Tom Davies,Romaine Sawyers,Haris Belkebla,Pedro Mosquera
Valon Behrami,MF,Sergio Álvarez,Fede San Emeterio,Yan Brice Eteki,Paul Lasne,Manuel Prietl,Isaac Hayden,Carlos Gruezo,Unai Vencedor Paris,Jack Cork,Jon Moncayola
Duván Zapata,FW,Kylian Mbappé,Karim Benzema,Romelu Lukaku,Gerard Moreno,Edin Džeko,André Silva,Anthony Martial,Zlatan Ibrahimović,Cristiano Ronaldo,Erling Haaland
Adam Marušić,CB,Bryan Cristante,Emre Can,Berat Djimsiti,Rafael Tolói,Marcel Halstenberg,David Alaba,Gianluca Mancini,Marvin Friedrich,Óscar Mingueza,Nacho
Adam Marušić,FB,Riccardo Marchizza,Pablo Maffeo,Sead Kolašinac,Héctor Bellerín,Pol Lirola,Sergio Reguilón,Séamus Coleman,Nacho Monreal,Wilfried Singo,Luke Thomas
Nikola Kalinić,FW,Chris Wood,Borja Iglesias,Maxi Gómez,Asier Villalibre,Dominic Calvert-Lewin,Ángel Rodríguez,Roberto Soldado,Sebastian Andersson,Mattia Destro,Fabio Quagliarella
Theo Hernández,FB,Robin Gosens,João Cancelo,Achraf Hakimi,Giovanni Di Lorenzo,Ben Chilwell,Juan Cuadrado,Raphaël Guerreiro,Angeliño,Luke Shaw,Lucas Vázquez
Juan Brunetta,FW,Goran Pandev,João Félix,Iago Aspas,Franck Ribéry,Lucas Pérez,Rodrigo Palacio,Romain Hamouma,José Luis Morales,Musa Barrow,Wilfried Zaha
Fernando Forestieri,FW,Ondrej Duda,Franck Ribéry,Ángel Correa,Jordan Ayew,Romain Hamouma,Jay Rodriguez,Lucas Pérez,Joelinton,Oliver Burke,Danny Ings
Matthijs de Ligt,CB,Antonio Rüdiger,Marquinhos,Lukas Klostermann,Nayef Aguerd,David Luiz,Sergio Ramos,Guillermo Maripán,Gian Marco Ferrari,Manuel Akanji,Milan Škriniar
Adrien Silva,MF,Harrison Reed,Laurent Abergel,Jorginho,Allan,Albin Ekdal,Christoph Kramer,Paul Lasne,Charles Aránguiz,Sebastian Rode,Walace
Andrea Belotti,FW,Che Adams,Musa Barrow,Amine Gouiri,Ihlas Bebou,Alassane Pléa,Gerard Moreno,Michail Antonio,Breel Embolo,Wissam Ben Yedder,Ollie Watkins
Lionel Messi,FW,Kylian Mbappé,Karim Benzema,Cristiano Ronaldo,Memphis Depay,Paulo Dybala,Ciro Immobile,Timo Werner,Robert Lewandowski,Kelechi Iheanacho,Zlatan Ibrahimović
Lionel Messi,AM,Neymar,Kylian Mbappé,Jadon Sancho,Ousmane Dembélé,Riyad Mahrez,Lorenzo Insigne,Raheem Sterling,Ruslan Malinovskyi,Marcus Rashford,Leon Bailey
Goran Pandev,FW,Jorge Molina,Alassane Pléa,Roger Martí,Dani Gómez,Rodrigo Palacio,Wissam Ben Yedder,Raúl Jiménez,José Luis Morales,Iñaki Williams,Lucas Pérez
Mattia Destro,FW,Moussa Koné,Giovanni Simeone,Rafa Mir,Lucas Alario,Simeon Nwankwo,Ante Budimir,Anthony Lozano,Antonio Sanabria,Dominic Calvert-Lewin,Roberto Soldado
Gianluca Frabotta,FB,Benjamin Pavard,Héctor Bellerín,Timothy Castagne,Leo Dubois,Reece James,Matt Doherty,Luke Shaw,Pervis Estupiñán,Patrick van Aanholt,Ben Chilwell
Mattia Zaccagni,AM,Kike Barja,Adama Traoré,Gonçalo Guedes,Fabián Orellana,Jon Morcillo,Zinedine Ferhat,Mikkel Damsgaard,Gio Reyna,Aitor Ruibal,Nicolas Pépé
Diogo Dalot,FB,Serge Aurier,Maxwel Cornet,Birger Meling,Romain Perraud,Mathieu Debuchy,Ramy Bensebaini,Riccardo Gagliolo,Hugo Mallo,Davide Faraoni,Maximilian Mittelstädt
Federico Ceccherini,CB,Dimitris Siovas,Ozan Kabak,Yeray Álvarez,Paweł Dawidowicz,Marc Bartra,Armando Izzo,Niklas Stark,Takehiro Tomiyasu,Keven Schlotterbeck,Semi Ajayi
Fabio Depaoli,FB,Mohamed Fares,Luke Thomas,Sébastien Corchia,Enda Stevens,George Baldock,Nacho,Mihailo Ristić,Iago,Nacho Vidal,Sacha Boey
Fabio Depaoli,AM,Allan Nyom,Josh Brownhill,Marc Cucurella,Óscar Plano,Yunus Musah,Renaud Ripart,Salvi,Jóhann Berg Guðmundsson,Bobby Reid,Tete Morente
Giacomo Bonaventura,MF,Seko Fofana,Alexis Claude-Maurice,Florent Mollet,Piotr Zieliński,Nadiem Amiri,Florian Wirtz,Gaetano Castrovilli,Houssem Aouar,Lorenzo Pellegrini,Marcos Llorente
Giacomo Bonaventura,AM,Emile Smith-Rowe,Rony Lopes,Roberto Soriano,Jon Morcillo,Matheus Pereira,Jonathan Bamba,Remi Oudin,Fabián Orellana,Stuart Armstrong,Rubén García
Jacopo Sala,FB,Giorgos Kiriakopoulos,Ronaël Pierre-Gabriel,Andoni Gorosabel,Johan Mojica,Hassane Kamara,Davide Calabria,Mihailo Ristić,Wendell,Rogério,Luke Ayling
Kalidou Koulibaly,CB,Luiz Felipe,Nikola Maksimović,Tuta,Marlon,Edmond Tapsoba,Facundo Medina,Makoto Hasebe,Jean-Kevin Duverne,Clément Lenglet,Niklas Moisander
Ismaël Bennacer,MF,Kevin Kampl,Mateo Kovačić,Gonzalo Villar,Koke,Youssouf Fofana,Daniel Parejo,Remo Freuler,Dani Ceballos,Thomas Partey,Valentin Rongier
Álex Berenguer,AM,Renato Steffen,Hamed Junior Traorè,Jack Harrison,Christoph Baumgartner,Lucas Moura,Sofiane Diop,Mikkel Damsgaard,Nicola Sansone,Matheus Cunha,Ayoze Pérez
Diego Demme,MF,Xeka,Bruno Guimarães,Ivan Rakitić,Koke,Remo Freuler,Adrien Rabiot,Kevin Kampl,Julian Baumgartlinger,Eduardo Camavinga,Joan Jordán
Henrikh Mkhitaryan,AM,Serge Gnabry,Domenico Berardi,Leroy Sané,Christopher Nkunku,Marco Reus,Daichi Kamada,Pablo Sarabia,Lorenzo Pellegrini,Dani Olmo,Phil Foden
Cristiano Ronaldo,FW,Karim Benzema,Kylian Mbappé,Lionel Messi,Ciro Immobile,Robert Lewandowski,Duván Zapata,Zlatan Ibrahimović,Anthony Martial,Joaquín Correa,André Silva
Cristiano Ronaldo,AM,Kylian Mbappé,Mohamed Salah,Karl Toko Ekambi,Raheem Sterling,Marcus Rashford,Munir El Haddadi,Harvey Barnes,Ferrán Torres,Amine Gouiri,Diogo Jota
Dejan Kulusevski,FW,Ángel Correa,Wilfried Zaha,Amine Gouiri,Roberto Firmino,Franck Ribéry,Romain Hamouma,Iago Aspas,Alexis Sánchez,Antoine Griezmann,Ondrej Duda
Dejan Kulusevski,AM,Bryan,Ademola Lookman,Gelson Martins,Jack Grealish,Rodrygo,Carles Pérez,Leroy Sané,Nabil Fekir,Gio Reyna,Christian Pulisic
Andrea Masiello,CB,Rúben Vezo,Dylan Bronn,Dominique Heintz,Steven Fortes,Jérémy Morel,Simone Iacoponi,Sebastiano Luperto,Jeffrey Gouweleeuw,Julien Laporte,Néstor Araujo
Paulo Dybala,FW,Kelechi Iheanacho,Roberto Firmino,Gabriel Jesus,Amine Gouiri,Joaquín Correa,Alassane Pléa,Dries Mertens,Timo Werner,Alexis Sánchez,Lionel Messi
Riccardo Orsolini,AM,Anwar El Ghazi,Harvey Barnes,Nicola Sansone,Musa Barrow,Filip Đuričić,Munir El Haddadi,Gareth Bale,Moses Simon,Roland Sallai,Gaëtan Laborde
Pietro Terracciano,GK,Jan Oblak,Keylor Navas,Jasper Cillessen,Predrag Rajković,Hugo Lloris,Emiliano Martínez,Edouard Mendy,Yassine Bounou,Sergio Asenjo,Mike Maignan
Stanislav Lobotka,MF,Arthur Melo,Nampalys Mendy,Sofyan Amrabat,Victorien Angban,Jacopo Petriccione,Steven Nzonzi,Mohamed Elneny,Granit Xhaka,Moussa Sissoko,Maxime Lopez
Bram Nuytinck,CB,Vladimir Golemić,Wout Faes,Ivan Radovanović,Daniel Congré,Rúben Vezo,Hugo Guillamón,Bruno González,Fikayo Tomori,Jason Denayer,Stefan Savić
Pepe Reina,GK,Yann Sommer,Thomas Strakosha,Mathew Ryan,Alex Meret,Álvaro Fernández,Alexander Schwolow,Walter Benítez,Gautier Larsonneur,Jean-Louis Leca,Péter Gulácsi
Merih Demiral,CB,Giorgio Chiellini,Nikola Maksimović,Matthijs de Ligt,Rob Holding,Waldemar Anton,Diego Carlos,Amir Rrahmani,José Fonte,Gian Marco Ferrari,Sven Botman
Gianluigi Buffon,GK,Keylor Navas,Edouard Mendy,Thibaut Courtois,David Ospina,Sergio Asenjo,Yassine Bounou,Samir Handanović,Anthony Lopes,Jan Oblak,Gianluigi Donnarumma
Achraf Hakimi,FB,Lucas Vázquez,Filip Kostić,Yannick Carrasco,Theo Hernández,Raphaël Guerreiro,Angeliño,Sergiño Dest,Ridle Baku,Robin Gosens,Leonardo Spinazzola
Gervinho,FW,Dani Gómez,João Félix,Wilfried Zaha,Franck Ribéry,Goran Pandev,Boulaye Dia,Lucas Pérez,José Luis Morales,Neal Maupay,Habib Diallo
Gervinho,AM,Mason Greenwood,Jeremie Boga,Jonathan Ikone,Stephy Mavididi,Daniel Podence,Iker Muniain,Diego Farias,Emmanuel Gyasi,Moussa Diaby,Steven Bergwijn
Nicolò Rovella,MF,Gastón Brugman,Douglas Luiz,Sandro Tonali,Kalvin Phillips,Amadou Diawara,Jorginho,Harrison Reed,Thomas Mangani,Milan Badelj,Kevin Kampl
Mario Pašalić,MF,Lucas Paquetá,Lorenzo Pellegrini,Houssem Aouar,Christoph Baumgartner,Antonín Barák,Mason Mount,Piotr Zieliński,Bernardo Silva,Kevin De Bruyne,David Silva
Mario Pašalić,AM,Roberto Soriano,Dani Olmo,Marco Reus,Lars Stindl,Munir El Haddadi,Christopher Nkunku,Christoph Baumgartner,Antoine Griezmann,Phil Foden,Thomas Müller
Musa Barrow,FW,Amine Gouiri,Romain Hamouma,Alassane Pléa,Iago Aspas,Yussuf Poulsen,Andrea Belotti,Paulo Dybala,Ángel Correa,João Félix,José Luis Morales
Musa Barrow,AM,Amine Gouiri,Munir El Haddadi,Anwar El Ghazi,Mikel Oyarzabal,Harvey Barnes,Riccardo Orsolini,Nicolas Pépé,Ferrán Torres,Christian Pulisic,Filip Đuričić
Alex Cordaz,GK,Álvaro Fernández,Timo Horn,Ralf Fährmann,Luigi Sepe,Rubén Blanco,Salvatore Sirigu,Kevin Trapp,Ivan Provedel,Yann Sommer,Steve Mandanda
Lorenzo De Silvestri,FB,Peter Pekarík,Oscar Wendt,Daniel Wass,Charalambos Lykogiannis,Darnell Furlong,Dan Burn,Jens Stryger Larsen,Nacho Monreal,Hugo Mallo,Iago
Robin Olsen,GK,Hugo Lloris,Rui Patrício,Claudio Bravo,David de Gea,Emiliano Martínez,Łukasz Fabiański,Eiji Kawashima,Alphonse Areola,Robert Sánchez,Kasper Schmeichel
Giorgio Chiellini,CB,Waldemar Anton,Nikola Maksimović,Sven Botman,Gian Marco Ferrari,Rúben Dias,José Fonte,Paul Baysse,Milan Škriniar,Raphaël Varane,Gabriel Paulista
Milan Badelj,MF,Gastón Brugman,Rodrigo Bentancur,Kalvin Phillips,Diadie Samassékou,Erick Pulgar,N'Golo Kanté,Miguel Veloso,Wataru Endo,Kevin Strootman,Harrison Reed
Gastón Brugman,MF,Fred,Milan Badelj,Wataru Endo,Rúben Neves,Kevin Kampl,Sandro Tonali,Remo Freuler,Rodrigo Bentancur,Ander Herrera,Habib Maïga
Martín Cáceres,CB,Edoardo Goldaniga,David Alaba,Moussa Niakhate,Bryan Cristante,Alessandro Bastoni,Lisandro Magallán,Lukas Klostermann,Marvin Friedrich,Luca Caldirola,Rafael Tolói
Martín Cáceres,FB,Peter Pekarík,Federico Barba,Antonio Barragán,Lorenzo De Silvestri,Ola Aina,Jens Stryger Larsen,Martin Agirregabiria,Mikel Balenziaga,Dimitri Foulquier,Oscar Wendt
Luca Marrone,CB,Pablo Insua,Sebastian Walukiewicz,Vladimir Golemić,Conor Coady,Jonathan Panzo,Jason Denayer,Bram Nuytinck,Simone Iacoponi,Fikayo Tomori,Ivan Radovanović
Luis Muriel,FW,Alexis Sánchez,Gerard Moreno,Paulo Dybala,Moanes Dabour,Duván Zapata,Roberto Firmino,Kelechi Iheanacho,Kylian Mbappé,Gabriel Jesus,Lautaro Martínez
Emanuel Vignato,AM,Gaël Kakuta,Lorenzo Pellegrini,Antonio Candreva,Denis Suárez,Stuart Armstrong,Vincenzo Grifo,Dimitri Payet,Matheus Pereira,Jonas Hofmann,Roberto Soriano
Filip Đuričić,AM,Carles Pérez,Marco Reus,Pedro,Christopher Nkunku,Nabil Fekir,Roberto Insigne,Riccardo Orsolini,Daichi Kamada,Rodrygo,Musa Barrow
Marco Parolo,MF,Julian Baumgartlinger,Ellyes Skhiri,Rubén Alcaraz,Oier Sanjurjo,Casemiro,Leander Dendoncker,Mikel Vesga,Wataru Endo,Leandro Barreiro Martins,Yangel Herrera
Adam Ounas,FW,Iago Aspas,Ángel Correa,Franck Ribéry,Musa Barrow,Lucas Pérez,Ondrej Duda,João Félix,Amine Gouiri,Junior Messias,Romain Hamouma
Adam Ounas,AM,Federico Bernardeschi,Moussa Diaby,Gaël Kakuta,Pedro Neto,Jack Harrison,Vincenzo Grifo,Josip Brekalo,Florian Thauvin,Gianluca Caprari,Hamed Junior Traorè
Aleksandar Kolarov,CB,Bryan Cristante,Marcel Halstenberg,David Alaba,Alessandro Bastoni,Emre Can,Rafael Tolói,Sergio Ramos,Berat Djimsiti,Martín Cáceres,Niklas Süle
Alexis Saelemaekers,AM,Mikkel Damsgaard,Andros Townsend,Jean-Paul Boëtius,Pablo Fornals,Miguel Almirón,Aitor Ruibal,Daniel Caligiuri,Fabián Orellana,Sofiane Diop,Julian Brandt
Fabio Quagliarella,FW,Irvin Cardona,Kevin Lasagna,Stéphane Bahoken,Arkadiusz Milik,Luis Suárez,Gianluca Lapadula,Chris Wood,Asier Villalibre,Lucas Alario,Dušan Vlahović
Federico Bernardeschi,FB,Leonardo Spinazzola,Yannick Carrasco,Darko Lazović,José Luis Gayà,Manuel Lazzari,Silas Wamangituka,Angeliño,Achraf Hakimi,Davide Zappacosta,Bruno Peres
Federico Bernardeschi,AM,Roberto Insigne,Pedro Neto,Vincenzo Grifo,Hamed Junior Traorè,Nicola Sansone,Matteo Politano,Bukayo Saka,Filip Đuričić,Zinedine Ferhat,Riccardo Orsolini
Kevin Strootman,MF,Rodrigo Bentancur,Djibril Sow,Kalvin Phillips,Habib Maïga,N'Golo Kanté,Sebastian Rode,Sebastian Rudy,Danny Latza,Milan Badelj,Gastón Brugman
Aaron Ramsey,MF,Mason Mount,Bernardo Silva,Kevin De Bruyne,Sergio Canales,Lorenzo Pellegrini,Nadiem Amiri,Manu Trigueros,David Silva,Houssem Aouar,Mateusz Klich
Aaron Ramsey,AM,Filip Đuričić,Dani Olmo,Marco Reus,Bruno Fernandes,Daichi Kamada,Christopher Nkunku,Mason Mount,Julian Brandt,Lars Stindl,Antoine Griezmann
Samuel Di Carmine,FW,Maxi Gómez,Nikola Kalinić,Stefano Okaka,Lois Diony,Sebastian Andersson,Roberto Soldado,Borja Iglesias,Jaime Mata,Ángel Rodríguez,Andreas Cornelius
Pierluigi Gollini,GK,Mike Maignan,Álex Remiro,Anthony Lopes,Koen Casteels,Ederson,Unai Simón,Bernd Leno,Yassine Bounou,Pau López,Dean Henderson
Tomás Rincón,MF,Douglas Luiz,Lukas Lerager,Declan Rice,Nicolas Höfler,Niccolò Zanellato,Tom Davies,Rodrigo Battaglia,Okay Yokuşlu,Diadie Samassékou,Uroš Račić
Koray Günter,CB,Ivan Radovanović,Eric Bailly,Jan Bednarek,Dara O'Shea,Sergio Postigo,Loïc Bade,Yordan Osorio,Miloš Veljković,Jordan Torunarigha,Joakim Nilsson
Diego Laxalt,FB,Daley Sinkgraven,Anthony Caci,Javi Galán,Johan Mojica,Wendell,Alejandro Pozo Pozo,Damián Suárez,Youssouf Sabaly,Mitchell Dijks,Ghislain Konan
Dalbert Henrique,FB,Cédric Soares,Andoni Gorosabel,Timothy Castagne,Matt Doherty,Lucas Digne,Matthieu Udol,Gabriele Zappa,Ludwig Augustinsson,Romain Perraud,Marvin Plattenhardt
Junior Messias,MF,Gaetano Castrovilli,Alexis Claude-Maurice,Giacomo Bonaventura,Christoph Baumgartner,Lorenzo Pellegrini,Florian Wirtz,Seko Fofana,Antonín Barák,Brais Méndez,John McGinn
Junior Messias,FW,Ondrej Duda,Richarlison,David McGoldrick,Joelinton,Jordan Ayew,Musa Barrow,Wilfried Zaha,Josh Sargent,Romain Hamouma,Raúl Jiménez
Junior Messias,AM,Aitor Ruibal,Ludovic Blas,Lucas Moura,Ruben Vargas,Álex Berenguer,Lucas Ocampos,Samu Castillejo,Enis Bardhi,Luiz Araújo,Hamed Junior Traorè
Albin Ekdal,MF,Douglas Luiz,Haris Belkebla,Manuel Prietl,Christoph Kramer,Nicolas Höfler,Renato Tapia,Thomas Delaney,Mahdi Camara,Omar Mascarell,Jon Moncayola
Alessio Cragno,GK,Emil Audero,Juan Musso,Jonas Omlin,Alphonse Areola,Jaume Doménech,Martin Dúbravka,Emiliano Martínez,Łukasz Skorupski,Bartłomiej Drągowski,Alexandre Oukidja
Franck Ribéry,FW,Lucas Pérez,Wilfried Zaha,Ondrej Duda,Ángel Correa,João Félix,Romain Hamouma,Iago Aspas,Paulo Dybala,Jordan Ayew,Junior Messias
Franck Ribéry,AM,Jeremy Doku,Nabil Fekir,Martin Ødegaard,Suso,Bryan,Angelo Fulgini,Ademola Lookman,Gio Reyna,Sergio Canales,Willian
Riccardo Improta,FB,Marius Wolf,Danny da Costa,Arkadiusz Reca,Erik Durm,Stuart Dallas,Mohamed Fares,Daniel Wass,Sergio Reguilón,Adam Marušić,Alessandro Florenzi
Riccardo Improta,MF,Edu Expósito,Gonzalo Melero,Nahuel Estévez,Jasmin Kurtić,Abdoulaye Touré,Bryan Dabo,Dominik Kohr,Adrien Tameze,Grischa Prömel,Baptiste Santamaria
Lautaro Martínez,FW,Álvaro Morata,Gabriel Jesus,Moanes Dabour,Kelechi Iheanacho,Breel Embolo,Michail Antonio,Timo Werner,Gerard Moreno,Luis Muriel,Ollie Watkins
Patric,CB,Kevin Vogt,Ștefan Radu,Fabinho,Alessandro Bastoni,Domenico Criscito,Makoto Hasebe,Aleksandar Dragović,Jérôme Boateng,David Alaba,Clément Lenglet
Andrea Carboni,CB,Marco Friedl,Ethan Ampadu,Chris Basham,Ben Godfrey,Daniele Rugani,Ben White,Edoardo Goldaniga,Lisandro Magallán,Sebastiano Luperto,Domenico Criscito
Jens Stryger Larsen,FB,Daniel Wass,Peter Pekarík,Lorenzo De Silvestri,Jonathan Schmid,Lorenzo Venuti,Oscar Wendt,Alessandro Florenzi,Thomas Delaine,Marvin Zeegelaar,Nacho Monreal
Emmanuel Gyasi,AM,Jonathan Ikone,Jarrod Bowen,Stephy Mavididi,Steven Bergwijn,Yoane Wissa,Emile Smith-Rowe,Antonio Puertas,Moses Simon,Theo Walcott,Dodi Lukebakio
Kevin Bonifazi,CB,Yordan Osorio,Jonathan Panzo,Ozan Kabak,Pedro Mendes,Lyanco,Nicolas Pallois,Wout Faes,Daniel Congré,Ben Godfrey,Manuel Gulde
Federico Mattiello,FB,Mihailo Ristić,Pedro Pereira,Séamus Coleman,Souleyman Doumbia,Mohamed Fares,Gaetano Letizia,Jorge Miramón,Thomas Foket,Sébastien Corchia,Kingsley Ehizibue
Diego Godín,CB,Armando Izzo,Takehiro Tomiyasu,Roger Ibanez,Samir Santos,John Brooks,Julian Chabot,Wesley Fofana,Ozan Kabak,Diego Llorente,Yunis Abdelhamid
Jean-Daniel Akpa-Akpro,MF,Conor Gallagher,Lamine Fomba,Suat Serdar,Yangel Herrera,Hicham Boudaoui,Leandro Barreiro Martins,Abdoulaye Doucouré,Danny Latza,Baptiste Santamaria,Dominik Kohr
Jeremie Boga,AM,Gervinho,Mason Greenwood,Marco Asensio,Pedro Neto,Steven Bergwijn,Rony Lopes,Daniel Podence,Angelo Fulgini,Jonathan Ikone,Suso
Danilo Larangeira,CB,Amos Pieper,Miloš Veljković,Toby Alderweireld,Tyrone Mings,Ben Godfrey,Luca Ceppitelli,Timothée Kolodziejczak,Simon Kjær,Duje Ćaleta-Car,Daniele Rugani
