Name,Position,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8,Rank 9,Rank 10
Silas Wamangituka,FB,Yannick Carrasco,Filip Kostić,Ivan Perišić,Ridle Baku,Angeliño,Jonathan Clauss,Achraf Hakimi,Solly March,Marius Wolf,Davide Zappacosta
Erik Thommy,FB,Yannick Carrasco,Silas Wamangituka,Marius Wolf,Tariq Lamptey,Arkadiusz Reca,Bruno Peres,Jonathan Clauss,Ivan Perišić,Leonardo Spinazzola,Filip Kostić
Patrick Herrmann,AM,Mikel Oyarzabal,Ángel Correa,Bukayo Saka,Jarrod Bowen,Moses Simon,Musa Barrow,Renato Steffen,Yoane Wissa,Jorge de Frutos,Riccardo Orsolini
Robert Andrich,MF,Imran Louza,Stuart Dallas,Baptiste Santamaria,Wataru Endo,Rolando Mandragora,Aurélien Tchouaméni,Mikel Vesga,Abdoulaye Touré,Brais Méndez,Dominik Kohr
Sebastian Rode,MF,Djibril Sow,N'Golo Kanté,Jorginho,Rodrigo Bentancur,Kevin Strootman,Adrien Silva,Tyler Adams,Idrissa Gana Gueye,Sergio Busquets,Maxence Caqueret
Thomas Meunier,FB,Giovanni Di Lorenzo,Leo Dubois,Yuri Berchiche,Marcelo,Juan Cuadrado,João Cancelo,Luke Shaw,Andrew Robertson,Héctor Bellerín,Theo Hernández
Fabian Klos,FW,Raúl García,Oliver McBurnie,Jaime Mata,Jorge Molina,Joselu,Josh Sargent,Santi Mina,Habib Diallo,Steve Mounié,Roger Martí
Santiago Ascacíbar,MF,Rubén Alcaraz,Guido Rodríguez,Marco Parolo,Jon Moncayola,Lamine Fomba,Albin Ekdal,Morten Thorsby,Lucas Tousart,Saúl Ñíguez,Mahdi Camara
John Brooks,CB,Samir Santos,Diego Godín,Armando Izzo,Romain Saïss,Marcelo,Mats Hummels,Sven Bender,Maxence Lacroix,Jannik Vestergaard,Marvin Friedrich
Noah Katterbach,FB,José Ángel,Carlos Clerc,Lucas Olaza,Bastian Oczipka,Mihailo Ristić,Alejandro Pozo Pozo,Joseba Zaldúa,Fouad Chafik,Johan Mojica,Tommaso Augello
Marcel Sabitzer,MF,Jordan Veretout,Florian Neuhaus,Florent Mollet,Stuart Dallas,Luka Modrić,Joshua Kimmich,Téji Savanier,Fabián Ruiz Peña,Giacomo Bonaventura,Ivan Rakitić
Niklas Süle,CB,Manuel Akanji,Rafael Tolói,Lukas Klostermann,Marcel Halstenberg,Emre Can,Jules Koundé,Sergio Ramos,Milan Škriniar,Willi Orban,Mats Hummels
Niklas Süle,FB,Danilo,Alex Sandro,Hassane Kamara,Joël Veltman,Takehiro Tomiyasu,Mert Müldür,Riccardo Gagliolo,Hamari Traoré,Oleksandr Zinchenko,Fouad Chafik
Taiwo Awoniyi,FW,Matěj Vydra,Callum Wilson,Jhon Córdoba,Kevin Lasagna,Jean-Philippe Mateta,Dušan Vlahović,Jonathan David,Che Adams,Florian Niederlechner,Sehrou Guirassy
Kevin Stöger,MF,Florian Neuhaus,Luis Alberto,Téji Savanier,Joshua Kimmich,Curtis Jones,Kerem Demirbay,Rodrigo De Paul,Lorenzo Pellegrini,Federico Valverde,Mason Mount
Daniel Ginczek,FW,Jaime Mata,Kike,Sebastian Andersson,Ángel Rodríguez,Jonathan Calleri,Felipe Caicedo,Roberto Soldado,Luuk de Jong,Sergi Enrich,Lois Diony
Josuha Guilavogui,MF,Diadie Samassékou,Isaac Hayden,Wilfred Ndidi,Marshall Munetsi,Renato Tapia,Omar Mascarell,Dani García,Nicolas Höfler,Thomas Delaney,Luka Milivojević
Amine Harit,MF,Nadiem Amiri,Houssem Aouar,Piotr Zieliński,Florian Wirtz,Sergio Canales,Alexis Claude-Maurice,Roberto Pereyra,Giacomo Bonaventura,Lorenzo Pellegrini,Seko Fofana
Amine Harit,AM,Eberechi Eze,Martin Ødegaard,Bersant Celina,David Ferreiro,Matheus Pereira,Fabián Orellana,Rony Lopes,Alex Iwobi,Joaquín,Jonathan Bamba
Florian Wirtz,MF,Houssem Aouar,Piotr Zieliński,Lorenzo Pellegrini,Alexis Claude-Maurice,Bernardo Silva,Mason Mount,Nadiem Amiri,Marcos Llorente,Giacomo Bonaventura,Kevin De Bruyne
Florian Wirtz,AM,Jonathan Bamba,Julian Brandt,Gio Reyna,Thorgan Hazard,Josip Brekalo,Ademola Lookman,Dejan Kulusevski,Takefusa Kubo,Alexis Saelemaekers,Brahim Díaz
Exequiel Palacios,MF,Fred,Rodrigo Bentancur,Djibril Sow,Kevin Strootman,Sebastian Rode,N'Golo Kanté,Jorginho,Gastón Brugman,Kalvin Phillips,Adrien Silva
Florian Hübner,CB,Mattia Bani,Omar Colley,Xabier Etxeita,Giangiacomo Magnani,David García,John Egan,Keven Schlotterbeck,Sebastien De Maio,Paweł Dawidowicz,Romain Saïss
Alexander Sørloth,FW,Florian Sotoca,Ollie Watkins,Yussuf Poulsen,Ihlas Bebou,Joaquín Correa,Roberto Firmino,Breel Embolo,Álvaro Morata,Aleksandar Mitrović,Timo Werner
Joel Pohjanpalo,FW,Olivier Giroud,Patrik Schick,Youssef En-Nesyri,Dominic Calvert-Lewin,Tammy Abraham,Simone Zaza,Patrick Bamford,Ludovic Ajorque,Arkadiusz Milik,Wout Weghorst
Moanes Dabour,FW,Breel Embolo,Gabriel Jesus,Alexis Sánchez,Luis Muriel,Lautaro Martínez,Roberto Firmino,Dries Mertens,Paulo Dybala,Gerard Moreno,Kelechi Iheanacho
Ermedin Demirović,FW,Che Adams,Florian Niederlechner,Josh Sargent,Steve Mounié,Yussuf Poulsen,João Pedro,Danny Ings,Nils Petersen,Jay Rodriguez,Lucas Höler
Cédric Brunner,FB,Charlie Taylor,Isaac Carcelen,Joel Ward,Aihen Muñoz,Mikel Balenziaga,Juan Cruz Armada,Anderson Lucoqui,Nacho Vidal,Charles Traore,Ximo Navarro
Karim Onisiwo,FW,Enes Ünal,Eldor Shomurodov,Oliver Burke,Josh Sargent,Joelinton,Richarlison,Jay Rodriguez,Sergi Guardiola,Mama Samba Baldé,Lucas Höler
Karim Onisiwo,AM,Richarlison,Trézéguet,Denis Bouanga,Édgar Méndez,Robin Quaison,Theo Walcott,Ritsu Doan,Roland Sallai,José Luis Morales,Antonio Puertas
Carlos Gruezo,MF,Adrián Cubas,Romaine Sawyers,Manuel Prietl,Haris Belkebla,Unai Vencedor Paris,Yan Brice Eteki,Valon Behrami,Isaac Hayden,Përparim Hetemaj,Xavier Chavalerin
Matija Nastasić,CB,Mouctar Diakhaby,Vladimir Golemić,Bruno Alves,Diego Carlos,Eric Dier,Ivan Radovanović,Manuel Gulde,Federico Fernández,Cristián Zapata,Vitorino Hilton
Matthias Ginter,CB,Benoît Mukinayi,Gian Marco Ferrari,David Luiz,Unai Núñez,Berat Djimsiti,Harry Maguire,César Azpilicueta,Aritz Elustondo,Matthijs de Ligt,Jules Koundé
Yuya Osako,FW,Lucas Höler,Ondrej Duda,Eldor Shomurodov,Romain Hamouma,Yussuf Poulsen,Joelinton,Florian Sotoca,Josh Sargent,David McGoldrick,Danny Ings
Yuya Osako,AM,Roland Sallai,Martin Terrier,Niclas Eliasson,Yoane Wissa,Trézéguet,Renato Steffen,João Pedro,Lucas Moura,Theo Walcott,Christoph Baumgartner
Keven Schlotterbeck,CB,Joakim Nilsson,Felipe,Sebastien De Maio,Ciaran Clark,Sebastiaan Bornauw,Paulo Oliveira,Ivan Radovanović,Ben Godfrey,Ohis Felix Uduokhai,Cristián Zapata
Marvin Plattenhardt,FB,Bastian Oczipka,Aarón Martín,Miguel Trauco,Tommaso Augello,Aaron Cresswell,Kenny Lala,Nacho,Christopher Trimmel,Lorenzo Venuti,Vincent Le Goff
Tin Jedvaj,CB,Stefan Posch,César Azpilicueta,Marvin Friedrich,Obite N'Dicka,Takehiro Tomiyasu,Martin Hinteregger,Berat Djimsiti,Marc-Oliver Kempf,Sven Bender,Willi Orban
Marco Friedl,CB,Ethan Ampadu,Ștefan Radu,Francesco Acerbi,Domenico Criscito,Anaitz Arbilla,Mason Holgate,Jack Stephens,Tuta,Ben White,Roger Ibanez
Marco Friedl,FB,Jorge Miramón,Loris Benito,Joel Ward,Cédric Brunner,Ben Davies,Federico Barba,Anthony Caci,Thomas Foket,Hiroki Sakai,Matty Cash
Jordan Torunarigha,CB,Tuta,Yordan Osorio,Jeffrey Gouweleeuw,Wout Faes,Lyanco,Dominique Heintz,Ben White,Miloš Veljković,Néstor Araujo,Ethan Ampadu
Nils Petersen,FW,Ante Budimir,Roberto Soldado,Krzysztof Piątek,Florian Niederlechner,Ermedin Demirović,Youssef En-Nesyri,Simone Zaza,Dominic Calvert-Lewin,Luuk de Jong,Mattia Destro
Max Kruse,FW,Iago Aspas,Lucas Pérez,Alassane Pléa,Franck Ribéry,João Félix,Goran Pandev,Wissam Ben Yedder,Musa Barrow,Ondrej Duda,João Pedro
Max Kruse,AM,Dimitri Payet,Farid Boulaya,Sergio Canales,Vincenzo Grifo,Piotr Zieliński,Willian,Mikel Oyarzabal,Roberto Insigne,Gaël Kakuta,Roberto Soriano
Cedric Teuchert,FW,Alexandre Lacazette,Lucas Höler,Pierre-Emerick Aubameyang,Che Adams,Danny Ings,Richarlison,Lautaro Martínez,Yussuf Poulsen,Musa Barrow,Breel Embolo
Marco Richter,FW,Junior Messias,Richarlison,David McGoldrick,Joelinton,Ondrej Duda,Romain Hamouma,Raúl Jiménez,Sergi Guardiola,Fabian Klos,José Luis Morales
Marco Richter,AM,Robin Quaison,Anwar El Ghazi,Richarlison,Bertrand Traoré,Roland Sallai,Riccardo Orsolini,Eric Junior Dina Ebimbe,Ritsu Doan,Ferrán Torres,Daniel Podence
Wendell,FB,Luke Ayling,Anthony Caci,Andrea Conti,Aaron Wan-Bissaka,Reinildo Mandava,Sacha Boey,Sofiane Alakouch,Jorge Miramón,Davide Calabria,Kyle Walker-Peters
Alfreð Finnbogason,FW,Jorge Molina,Fabian Klos,Enes Ünal,Eldor Shomurodov,Kevin Volland,João Pedro,Roger Martí,Andreas Cornelius,Che Adams,Oliver Burke
Nico Schulz,FB,Vincent Le Goff,Hamari Traoré,Hassane Kamara,Patrick van Aanholt,Elseid Hysaj,Sead Kolašinac,Benjamin Pavard,Ryan Bertrand,Andoni Gorosabel,Vincent Manceau
Marius Wolf,FB,Pol Lirola,Arkadiusz Reca,Erik Durm,Solly March,Tariq Lamptey,Ivan Perišić,Ridle Baku,Danny da Costa,Alfonso Pedraza,Wilfried Singo
Marius Wolf,AM,Luis Rioja,Dwight McNeil,Marc Cucurella,Daniel Caligiuri,Jóhann Berg Guðmundsson,Ridle Baku,Renaud Ripart,Alex Iwobi,Moi Gómez,Matteo Pessina
Roberto Massimo,FB,Silas Wamangituka,Pervis Estupiñán,Alfonso Pedraza,Yannick Carrasco,Erik Durm,Ridle Baku,Danny da Costa,Ivan Perišić,Marius Wolf,Mohamed Fares
Jan Thielmann,FW,Jordan Ayew,Ondrej Duda,Raúl García,Lucas Boyé,Roger Martí,Sergi Guardiola,Oliver McBurnie,Fabian Klos,Josh Sargent,Santi Mina
Jan Thielmann,AM,Salvi,Takashi Inui,Yunus Musah,Bobby Reid,Allan Nyom,Nathanael Mbuku,Édgar Méndez,Óscar Plano,Jóhann Berg Guðmundsson,Tete Morente
Santiago Arias,FB,Hugo Mallo,Matt Targett,James Justin,Lucas Hernández,Davide Calabria,Daniel Wass,Carlos Clerc,Luke Ayling,Ryan Bertrand,Joël Veltman
Łukasz Piszczek,CB,Facundo Medina,Clément Lenglet,Manuel Akanji,Niklas Süle,David Alaba,Emre Can,Alessandro Bastoni,Dayot Upamecano,Jean-Kevin Duverne,Milan Škriniar
Thomas Delaney,MF,Guido Rodríguez,Albin Ekdal,Morgan Schneiderlin,Nicolas Höfler,Renato Tapia,Lucas Leiva,Paul Lasne,Wilfred Ndidi,Omar Mascarell,Marshall Munetsi
László Bénes,AM,Marc Cucurella,Rubén García,Daniel Caligiuri,Dwight McNeil,Óscar Plano,Jon Morcillo,Josh Brownhill,Jean-Paul Boëtius,Allan Nyom,Pablo Fornals
Ishak Belfodil,FW,Andrea Petagna,Iñaki Williams,Anthony Martial,Rodrigo Palacio,Wissam Ben Yedder,Memphis Depay,Iago Aspas,Joaquín Correa,Francesco Caputo,Ciro Immobile
Malick Thiaw,CB,Keven Schlotterbeck,Cheikhou Kouyaté,Niklas Stark,Felipe,Semi Ajayi,Pascal Struijk,Lorenzo Tonelli,Alessandro Tuia,Jeison Murillo,Sebastien De Maio
Robert Skov,FB,Darko Lazović,Yannick Carrasco,Ivan Perišić,Silas Wamangituka,Angeliño,Leonardo Spinazzola,Marius Wolf,Filip Kostić,Davide Zappacosta,Manuel Lazzari
Robert Skov,AM,Riccardo Orsolini,Federico Bernardeschi,Álex Berenguer,Hamed Junior Traorè,Renato Steffen,Roberto Soriano,Remi Oudin,Bukayo Saka,Matheus Pereira,Darwin Machís
Florian Grillitsch,CB,Emre Can,Gianluca Mancini,Bryan Cristante,Niklas Süle,Rafael Tolói,Marcel Halstenberg,Obite N'Dicka,Óscar Mingueza,Willi Orban,César Azpilicueta
Florian Grillitsch,MF,Scott McTominay,Manuel Locatelli,Franck Kessié,Stuart Dallas,Wataru Endo,Fernandinho,Jordan Henderson,Remo Freuler,Koke,Mahmoud Dahoud
